trial_number,time,is_biased_choice,side_choice,RT,observed_reward,unobserved_reward,biased_reward,unbiased_reward,BLUE_RIGHT_LEFT_RED,RT_net,RT_zscore,subject_file,schedule
56,36:30.1,TRUE,RIGHT,3261,0,1,0,1,TRUE,1761,-0.119876257,1610692387_42.csv,schedule_4
57,36:32.2,TRUE,RIGHT,2810,0,0,0,0,TRUE,1310,-0.347294723,1610692387_42.csv,schedule_4
58,36:35.1,TRUE,RIGHT,2830,0,0,0,0,TRUE,1330,-0.337209647,1610692387_42.csv,schedule_4
59,36:38.3,FALSE,LEFT,3104,0,0,0,0,TRUE,1604,-0.199044104,1610692387_42.csv,schedule_4
60,36:42.9,TRUE,RIGHT,3985,0,0,0,0,TRUE,2485,0.245203497,1610692387_42.csv,schedule_4
61,36:46.2,FALSE,LEFT,4088,0,1,1,0,TRUE,2588,0.297141639,1610692387_42.csv,schedule_4
62,36:50.2,TRUE,RIGHT,3207,0,1,0,1,TRUE,1707,-0.147105962,1610692387_42.csv,schedule_4
63,36:52.6,TRUE,RIGHT,3136,0,0,0,0,TRUE,1636,-0.182907982,1610692387_42.csv,schedule_4
64,36:56.4,FALSE,LEFT,3850,0,0,0,0,TRUE,2350,0.177129234,1610692387_42.csv,schedule_4
65,36:59.4,FALSE,LEFT,2975,0,0,0,0,TRUE,1475,-0.264092845,1610692387_42.csv,schedule_4
66,37:02.1,TRUE,RIGHT,2704,0,0,0,0,TRUE,1204,-0.400745626,1610692387_42.csv,schedule_4
67,37:04.8,TRUE,RIGHT,2647,0,0,0,0,TRUE,1147,-0.429488093,1610692387_42.csv,schedule_4
68,37:07.7,TRUE,RIGHT,2907,1,0,1,0,TRUE,1407,-0.298382104,1610692387_42.csv,schedule_4
69,37:10.6,TRUE,RIGHT,2934,0,1,0,1,TRUE,1434,-0.284767251,1610692387_42.csv,schedule_4
70,37:13.5,TRUE,RIGHT,2849,0,0,0,0,TRUE,1349,-0.327628824,1610692387_42.csv,schedule_4
71,37:16.4,TRUE,RIGHT,2943,0,1,0,1,TRUE,1443,-0.280228967,1610692387_42.csv,schedule_4
72,37:19.2,TRUE,RIGHT,2791,0,0,0,0,TRUE,1291,-0.356875545,1610692387_42.csv,schedule_4
73,37:23.6,TRUE,RIGHT,3554,0,0,0,0,TRUE,2054,0.027870108,1610692387_42.csv,schedule_4
74,37:26.2,TRUE,RIGHT,3438,0,0,0,0,TRUE,1938,-0.030623334,1610692387_42.csv,schedule_4
75,37:28.8,TRUE,RIGHT,2640,0,0,0,0,TRUE,1140,-0.433017869,1610692387_42.csv,schedule_4
76,37:31.8,TRUE,RIGHT,2984,0,0,0,0,TRUE,1484,-0.259554561,1610692387_42.csv,schedule_4
77,37:34.4,TRUE,RIGHT,2593,0,0,0,0,TRUE,1093,-0.456717798,1610692387_42.csv,schedule_4
78,37:37.2,TRUE,RIGHT,2768,0,0,0,0,TRUE,1268,-0.368473382,1610692387_42.csv,schedule_4
79,37:40.5,TRUE,RIGHT,3288,0,0,0,0,TRUE,1788,-0.106261404,1610692387_42.csv,schedule_4
80,37:51.1,TRUE,RIGHT,10009,0,0,0,0,TRUE,8509,3.282828414,1610692387_42.csv,schedule_4
81,37:55.1,TRUE,RIGHT,4663,0,0,0,0,TRUE,3163,0.587087577,1610692387_42.csv,schedule_4
82,37:59.0,TRUE,RIGHT,3112,1,0,1,0,TRUE,1612,-0.195010074,1610692387_42.csv,schedule_4
83,38:01.1,TRUE,RIGHT,2849,0,1,0,1,TRUE,1349,-0.327628824,1610692387_42.csv,schedule_4
84,38:04.8,TRUE,RIGHT,3671,0,0,0,0,TRUE,2171,0.086867803,1610692387_42.csv,schedule_4
85,38:07.7,TRUE,RIGHT,2904,0,0,0,0,TRUE,1404,-0.299894865,1610692387_42.csv,schedule_4
86,38:10.3,TRUE,RIGHT,2656,0,0,0,0,TRUE,1156,-0.424949808,1610692387_42.csv,schedule_4
87,38:13.2,FALSE,LEFT,2895,0,0,0,0,TRUE,1395,-0.304433149,1610692387_42.csv,schedule_4
88,38:16.0,TRUE,RIGHT,2785,0,0,0,0,TRUE,1285,-0.359901068,1610692387_42.csv,schedule_4
89,38:18.7,TRUE,RIGHT,2711,0,0,0,0,TRUE,1211,-0.397215849,1610692387_42.csv,schedule_4
90,38:21.5,TRUE,RIGHT,2808,0,0,0,0,TRUE,1308,-0.34830323,1610692387_42.csv,schedule_4
91,38:25.4,TRUE,RIGHT,3130,0,0,0,0,TRUE,1630,-0.185933505,1610692387_42.csv,schedule_4
92,38:27.8,TRUE,RIGHT,3111,1,0,1,0,TRUE,1611,-0.195514328,1610692387_42.csv,schedule_4
93,38:30.5,TRUE,RIGHT,2768,1,0,1,0,TRUE,1268,-0.368473382,1610692387_42.csv,schedule_4
94,38:42.0,TRUE,RIGHT,11520,0,1,0,1,TRUE,10020,4.044755912,1610692387_42.csv,schedule_4
95,38:46.1,TRUE,RIGHT,3105,0,1,0,1,TRUE,1605,-0.19853985,1610692387_42.csv,schedule_4
96,38:48.5,TRUE,RIGHT,3311,0,1,0,1,TRUE,1811,-0.094663567,1610692387_42.csv,schedule_4
97,38:51.5,TRUE,RIGHT,3009,1,1,1,1,TRUE,1509,-0.246948216,1610692387_42.csv,schedule_4
98,38:55.1,TRUE,RIGHT,3560,0,1,0,1,TRUE,2060,0.030895631,1610692387_42.csv,schedule_4
99,38:57.6,TRUE,RIGHT,2542,0,1,0,1,TRUE,1042,-0.482434742,1610692387_42.csv,schedule_4
0,35:28.1,FALSE,LEFT,11986,0,1,1,0,FALSE,10486,5.705777057,1610692514_87.csv,schedule_4
1,35:38.5,FALSE,LEFT,11405,0,1,1,0,FALSE,9905,5.314666562,1610692514_87.csv,schedule_4
2,35:44.9,TRUE,RIGHT,5376,0,0,0,0,FALSE,3876,1.256137858,1610692514_87.csv,schedule_4
3,35:47.6,TRUE,RIGHT,3744,0,0,0,0,FALSE,2244,0.157527998,1610692514_87.csv,schedule_4
4,35:51.5,TRUE,RIGHT,3952,0,0,0,0,FALSE,2452,0.297546902,1610692514_87.csv,schedule_4
5,35:57.2,FALSE,LEFT,4528,0,0,0,0,FALSE,3028,0.685291558,1610692514_87.csv,schedule_4
6,35:59.7,FALSE,LEFT,3727,0,0,0,0,FALSE,2227,0.146084146,1610692514_87.csv,schedule_4
7,36:03.8,FALSE,LEFT,4008,0,0,0,0,FALSE,2508,0.335244299,1610692514_87.csv,schedule_4
8,36:08.5,TRUE,RIGHT,3400,0,0,0,0,FALSE,1900,-0.074041727,1610692514_87.csv,schedule_4
9,36:11.3,FALSE,LEFT,4160,0,0,0,0,FALSE,2660,0.437565806,1610692514_87.csv,schedule_4
10,36:14.3,TRUE,RIGHT,2944,1,0,1,0,FALSE,1444,-0.381006247,1610692514_87.csv,schedule_4
11,36:20.1,FALSE,LEFT,5824,0,1,1,0,FALSE,4324,1.557717035,1610692514_87.csv,schedule_4
12,36:24.7,FALSE,LEFT,3080,1,1,1,1,FALSE,1580,-0.289455425,1610692514_87.csv,schedule_4
13,36:28.6,TRUE,RIGHT,5332,1,1,1,1,FALSE,3832,1.226518475,1610692514_87.csv,schedule_4
14,36:33.4,FALSE,LEFT,3440,1,1,1,1,FALSE,1940,-0.047115015,1610692514_87.csv,schedule_4
15,36:37.6,TRUE,RIGHT,5696,0,1,0,1,FALSE,4196,1.471551556,1610692514_87.csv,schedule_4
16,36:42.4,TRUE,RIGHT,3632,0,0,0,0,FALSE,2132,0.082133204,1610692514_87.csv,schedule_4
17,36:44.3,FALSE,LEFT,3064,0,0,0,0,FALSE,1564,-0.30022611,1610692514_87.csv,schedule_4
18,36:46.6,FALSE,LEFT,2288,0,0,0,0,FALSE,788,-0.822604327,1610692514_87.csv,schedule_4
19,36:49.5,TRUE,RIGHT,2904,0,0,0,0,FALSE,1404,-0.407932959,1610692514_87.csv,schedule_4
20,36:52.0,FALSE,LEFT,2440,0,1,1,0,FALSE,940,-0.720282821,1610692514_87.csv,schedule_4
21,36:56.0,TRUE,RIGHT,4047,1,0,1,0,FALSE,2547,0.361497844,1610692514_87.csv,schedule_4
22,36:58.7,TRUE,RIGHT,2696,1,1,1,1,FALSE,1196,-0.547951863,1610692514_87.csv,schedule_4
23,37:01.4,FALSE,LEFT,2648,1,1,1,1,FALSE,1148,-0.580263917,1610692514_87.csv,schedule_4
24,37:04.0,FALSE,LEFT,2680,1,1,1,1,FALSE,1180,-0.558722547,1610692514_87.csv,schedule_4
25,37:06.6,TRUE,RIGHT,2592,0,1,0,1,FALSE,1092,-0.617961314,1610692514_87.csv,schedule_4
26,37:09.4,TRUE,RIGHT,2720,0,0,0,0,FALSE,1220,-0.531795835,1610692514_87.csv,schedule_4
27,37:12.0,TRUE,RIGHT,2648,0,0,0,0,FALSE,1148,-0.580263917,1610692514_87.csv,schedule_4
28,37:14.6,FALSE,LEFT,2624,0,0,0,0,FALSE,1124,-0.596419945,1610692514_87.csv,schedule_4
29,37:16.9,FALSE,LEFT,2320,0,0,0,0,FALSE,820,-0.801062958,1610692514_87.csv,schedule_4
30,37:21.7,TRUE,RIGHT,3664,0,0,0,0,FALSE,2164,0.103674574,1610692514_87.csv,schedule_4
31,37:23.7,TRUE,RIGHT,3104,0,0,0,0,FALSE,1604,-0.273299398,1610692514_87.csv,schedule_4
32,37:26.6,FALSE,LEFT,2887,0,0,0,0,FALSE,1387,-0.419376812,1610692514_87.csv,schedule_4
33,37:29.5,FALSE,LEFT,2905,0,0,0,0,FALSE,1405,-0.407259791,1610692514_87.csv,schedule_4
34,37:33.3,FALSE,LEFT,3808,0,1,1,0,FALSE,2308,0.200610738,1610692514_87.csv,schedule_4
35,37:36.3,TRUE,RIGHT,3016,1,0,1,0,FALSE,1516,-0.332538165,1610692514_87.csv,schedule_4
36,37:41.0,TRUE,RIGHT,3032,1,1,1,1,FALSE,1532,-0.32176748,1610692514_87.csv,schedule_4
37,37:43.9,TRUE,RIGHT,4504,1,1,1,1,FALSE,3004,0.669135531,1610692514_87.csv,schedule_4
38,37:46.8,TRUE,RIGHT,2912,1,1,1,1,FALSE,1412,-0.402547616,1610692514_87.csv,schedule_4
39,37:51.3,FALSE,LEFT,4528,1,0,0,1,FALSE,3028,0.685291558,1610692514_87.csv,schedule_4
40,37:55.9,TRUE,RIGHT,3072,0,0,0,0,FALSE,1572,-0.294840767,1610692514_87.csv,schedule_4
41,37:58.1,TRUE,RIGHT,3760,1,0,1,0,FALSE,2260,0.168298683,1610692514_87.csv,schedule_4
42,38:01.1,FALSE,LEFT,2992,0,0,0,0,FALSE,1492,-0.348694192,1610692514_87.csv,schedule_4
43,38:04.1,TRUE,RIGHT,3000,0,0,0,0,FALSE,1500,-0.343308849,1610692514_87.csv,schedule_4
44,38:06.8,TRUE,RIGHT,2664,0,1,0,1,FALSE,1164,-0.569493232,1610692514_87.csv,schedule_4
45,38:10.2,FALSE,LEFT,3239,0,0,0,0,FALSE,1739,-0.182421744,1610692514_87.csv,schedule_4
46,38:15.0,TRUE,RIGHT,3512,0,0,0,0,FALSE,2012,0.001353067,1610692514_87.csv,schedule_4
47,38:16.7,TRUE,RIGHT,3200,0,0,0,0,FALSE,1700,-0.208675288,1610692514_87.csv,schedule_4
48,38:19.6,FALSE,LEFT,2648,0,0,0,0,FALSE,1148,-0.580263917,1610692514_87.csv,schedule_4
49,38:21.9,FALSE,LEFT,2496,0,0,0,0,FALSE,996,-0.682585424,1610692514_87.csv,schedule_4
50,38:24.6,TRUE,RIGHT,2680,0,0,0,0,FALSE,1180,-0.558722547,1610692514_87.csv,schedule_4
51,38:27.0,TRUE,RIGHT,2488,0,0,0,0,FALSE,988,-0.687970766,1610692514_87.csv,schedule_4
52,38:29.4,TRUE,RIGHT,2410,0,0,0,0,FALSE,910,-0.740477855,1610692514_87.csv,schedule_4
53,38:32.1,TRUE,RIGHT,2584,1,0,1,0,FALSE,1084,-0.623346657,1610692514_87.csv,schedule_4
54,38:35.5,TRUE,RIGHT,3127,0,1,0,1,FALSE,1627,-0.257816538,1610692514_87.csv,schedule_4
55,38:40.8,TRUE,RIGHT,4472,0,0,0,0,FALSE,2972,0.647594161,1610692514_87.csv,schedule_4
56,38:42.3,FALSE,LEFT,2640,1,0,0,1,FALSE,1140,-0.58564926,1610692514_87.csv,schedule_4
57,38:46.1,FALSE,LEFT,3840,0,0,0,0,FALSE,2340,0.222152108,1610692514_87.csv,schedule_4
58,38:48.7,TRUE,RIGHT,2544,0,0,0,0,FALSE,1044,-0.650273369,1610692514_87.csv,schedule_4
59,38:53.3,TRUE,RIGHT,3248,0,0,0,0,FALSE,1748,-0.176363234,1610692514_87.csv,schedule_4
60,38:55.5,TRUE,RIGHT,3496,0,0,0,0,FALSE,1996,-0.009417618,1610692514_87.csv,schedule_4
61,38:58.3,TRUE,RIGHT,2912,1,0,1,0,FALSE,1412,-0.402547616,1610692514_87.csv,schedule_4
62,39:02.5,FALSE,LEFT,4160,1,0,0,1,FALSE,2660,0.437565806,1610692514_87.csv,schedule_4
63,39:07.9,TRUE,RIGHT,4296,0,0,0,0,FALSE,2796,0.529116627,1610692514_87.csv,schedule_4
64,39:11.4,FALSE,LEFT,4255,0,0,0,0,FALSE,2755,0.501516747,1610692514_87.csv,schedule_4
65,39:13.7,TRUE,RIGHT,2704,0,0,0,0,FALSE,1204,-0.54256652,1610692514_87.csv,schedule_4
66,39:18.5,FALSE,LEFT,3200,0,0,0,0,FALSE,1700,-0.208675288,1610692514_87.csv,schedule_4
67,39:19.9,FALSE,LEFT,3000,0,0,0,0,FALSE,1500,-0.343308849,1610692514_87.csv,schedule_4
68,39:22.6,TRUE,RIGHT,2680,1,0,1,0,FALSE,1180,-0.558722547,1610692514_87.csv,schedule_4
69,39:26.9,TRUE,RIGHT,4256,0,1,0,1,FALSE,2756,0.502189915,1610692514_87.csv,schedule_4
70,39:32.3,FALSE,LEFT,4337,0,0,0,0,FALSE,2837,0.556716507,1610692514_87.csv,schedule_4
71,39:34.1,FALSE,LEFT,2944,1,0,0,1,FALSE,1444,-0.381006247,1610692514_87.csv,schedule_4
72,39:37.6,TRUE,RIGHT,3304,0,0,0,0,FALSE,1804,-0.138665836,1610692514_87.csv,schedule_4
73,39:42.3,FALSE,LEFT,3712,0,0,0,0,FALSE,2212,0.135986629,1610692514_87.csv,schedule_4
74,39:44.5,FALSE,LEFT,3384,0,0,0,0,FALSE,1884,-0.084812412,1610692514_87.csv,schedule_4
75,39:47.2,TRUE,RIGHT,2648,0,0,0,0,FALSE,1148,-0.580263917,1610692514_87.csv,schedule_4
76,39:49.9,TRUE,RIGHT,2703,0,0,0,0,FALSE,1203,-0.543239688,1610692514_87.csv,schedule_4
77,39:52.5,TRUE,RIGHT,2632,0,0,0,0,FALSE,1132,-0.591034602,1610692514_87.csv,schedule_4
78,39:55.2,TRUE,RIGHT,2656,0,0,0,0,FALSE,1156,-0.574878575,1610692514_87.csv,schedule_4
79,39:58.6,TRUE,RIGHT,3112,0,0,0,0,FALSE,1612,-0.267914055,1610692514_87.csv,schedule_4
80,40:01.3,FALSE,LEFT,3016,0,0,0,0,FALSE,1516,-0.332538165,1610692514_87.csv,schedule_4
81,40:05.9,TRUE,RIGHT,3072,0,0,0,0,FALSE,1572,-0.294840767,1610692514_87.csv,schedule_4
82,40:07.5,TRUE,RIGHT,2976,1,0,1,0,FALSE,1476,-0.359464877,1610692514_87.csv,schedule_4
83,40:11.1,FALSE,LEFT,3712,1,0,0,1,FALSE,2212,0.135986629,1610692514_87.csv,schedule_4
84,40:16.5,FALSE,LEFT,4200,0,0,0,0,FALSE,2700,0.464492518,1610692514_87.csv,schedule_4
85,40:18.8,TRUE,RIGHT,3496,0,0,0,0,FALSE,1996,-0.009417618,1610692514_87.csv,schedule_4
86,40:22.2,TRUE,RIGHT,3359,0,0,0,0,FALSE,1859,-0.101641607,1610692514_87.csv,schedule_4
87,40:24.8,FALSE,LEFT,2672,0,0,0,0,FALSE,1172,-0.56410789,1610692514_87.csv,schedule_4
88,40:27.6,FALSE,LEFT,2760,0,0,0,0,FALSE,1260,-0.504869123,1610692514_87.csv,schedule_4
89,40:37.5,FALSE,LEFT,8657,0,0,0,0,FALSE,7157,3.46480143,1610692514_87.csv,schedule_4
90,40:39.0,TRUE,RIGHT,2800,0,0,0,0,FALSE,1300,-0.477942411,1610692514_87.csv,schedule_4
91,40:42.5,TRUE,RIGHT,3120,0,0,0,0,FALSE,1620,-0.262528713,1610692514_87.csv,schedule_4
92,40:44.9,TRUE,RIGHT,2727,1,0,1,0,FALSE,1227,-0.527083661,1610692514_87.csv,schedule_4
93,40:47.6,FALSE,LEFT,2760,0,1,1,0,FALSE,1260,-0.504869123,1610692514_87.csv,schedule_4
94,40:52.2,FALSE,LEFT,3368,1,0,0,1,FALSE,1868,-0.095583097,1610692514_87.csv,schedule_4
95,40:53.9,TRUE,RIGHT,2936,0,1,0,1,FALSE,1436,-0.386391589,1610692514_87.csv,schedule_4
96,40:56.7,FALSE,LEFT,2728,1,0,0,1,FALSE,1228,-0.526410493,1610692514_87.csv,schedule_4
97,41:00.1,TRUE,RIGHT,3408,1,1,1,1,FALSE,1908,-0.068656385,1610692514_87.csv,schedule_4
98,41:03.0,FALSE,LEFT,2904,1,0,0,1,FALSE,1404,-0.407932959,1610692514_87.csv,schedule_4
99,41:06.0,TRUE,RIGHT,3056,0,1,0,1,FALSE,1556,-0.305611452,1610692514_87.csv,schedule_4
0,39:40.2,FALSE,RIGHT,1554,0,1,1,0,FALSE,54,-1.916229326,1610692778_42.csv,schedule_4
1,39:49.2,TRUE,LEFT,8321,1,0,1,0,FALSE,6821,5.274585156,1610692778_42.csv,schedule_4
2,39:52.2,TRUE,LEFT,3673,0,0,0,0,FALSE,2173,0.33548279,1610692778_42.csv,schedule_4
3,39:55.4,TRUE,LEFT,3200,0,0,0,0,FALSE,1700,-0.167141009,1610692778_42.csv,schedule_4
4,39:59.4,TRUE,LEFT,3407,0,0,0,0,FALSE,1907,0.052823317,1610692778_42.csv,schedule_4
5,40:02.9,FALSE,RIGHT,4111,0,0,0,0,FALSE,2611,0.800914553,1610692778_42.csv,schedule_4
6,40:10.0,TRUE,LEFT,6272,0,0,0,0,FALSE,4772,3.097257112,1610692778_42.csv,schedule_4
7,40:12.8,FALSE,RIGHT,3616,0,0,0,0,FALSE,2116,0.274912903,1610692778_42.csv,schedule_4
8,40:18.6,FALSE,RIGHT,5856,0,0,0,0,FALSE,4356,2.6552032,1610692778_42.csv,schedule_4
9,40:22.5,TRUE,LEFT,3128,0,0,0,0,FALSE,1628,-0.24365034,1610692778_42.csv,schedule_4
10,40:25.2,FALSE,RIGHT,3402,0,1,1,0,FALSE,1902,0.047510169,1610692778_42.csv,schedule_4
11,40:28.1,TRUE,LEFT,2933,1,0,1,0,FALSE,1433,-0.450863112,1610692778_42.csv,schedule_4
12,40:34.4,TRUE,LEFT,6297,1,1,1,1,FALSE,4797,3.123822852,1610692778_42.csv,schedule_4
13,40:37.2,TRUE,LEFT,2843,1,1,1,1,FALSE,1343,-0.546499775,1610692778_42.csv,schedule_4
14,40:41.1,TRUE,LEFT,3102,1,1,1,1,FALSE,1602,-0.27127871,1610692778_42.csv,schedule_4
15,40:43.5,TRUE,LEFT,3167,0,1,0,1,FALSE,1667,-0.202207786,1610692778_42.csv,schedule_4
16,40:48.0,TRUE,LEFT,4520,0,0,0,0,FALSE,3020,1.235530059,1610692778_42.csv,schedule_4
17,40:51.9,TRUE,LEFT,3120,0,0,0,0,FALSE,1620,-0.252151377,1610692778_42.csv,schedule_4
18,40:54.2,TRUE,LEFT,3088,0,0,0,0,FALSE,1588,-0.286155524,1610692778_42.csv,schedule_4
19,40:57.5,FALSE,RIGHT,3280,0,0,0,0,FALSE,1780,-0.082130642,1610692778_42.csv,schedule_4
20,41:01.4,FALSE,RIGHT,3088,0,1,1,0,FALSE,1588,-0.286155524,1610692778_42.csv,schedule_4
21,41:03.9,FALSE,RIGHT,3296,0,1,1,0,FALSE,1796,-0.065128568,1610692778_42.csv,schedule_4
22,41:06.8,TRUE,LEFT,2944,1,1,1,1,FALSE,1444,-0.439174186,1610692778_42.csv,schedule_4
23,41:10.9,TRUE,LEFT,4048,1,1,1,1,FALSE,2548,0.733968889,1610692778_42.csv,schedule_4
24,41:15.4,TRUE,LEFT,3696,1,1,1,1,FALSE,2196,0.359923271,1610692778_42.csv,schedule_4
25,41:18.0,TRUE,LEFT,3457,0,1,0,1,FALSE,1957,0.105954797,1610692778_42.csv,schedule_4
26,41:20.6,FALSE,RIGHT,2551,0,0,0,0,FALSE,1051,-0.856787618,1610692778_42.csv,schedule_4
27,41:23.8,TRUE,LEFT,3104,0,0,0,0,FALSE,1604,-0.269153451,1610692778_42.csv,schedule_4
28,41:28.2,FALSE,RIGHT,3857,0,0,0,0,FALSE,2357,0.531006636,1610692778_42.csv,schedule_4
29,41:30.5,TRUE,LEFT,2928,0,0,0,0,FALSE,1428,-0.45617626,1610692778_42.csv,schedule_4
30,41:33.9,TRUE,LEFT,3431,0,0,0,0,FALSE,1931,0.078326428,1610692778_42.csv,schedule_4
31,41:36.9,TRUE,LEFT,3039,0,0,0,0,FALSE,1539,-0.338224374,1610692778_42.csv,schedule_4
32,41:39.9,TRUE,LEFT,2912,0,0,0,0,FALSE,1412,-0.473178333,1610692778_42.csv,schedule_4
33,41:42.8,FALSE,RIGHT,2969,0,0,0,0,FALSE,1469,-0.412608446,1610692778_42.csv,schedule_4
34,41:45.4,TRUE,LEFT,2568,1,0,1,0,FALSE,1068,-0.838722914,1610692778_42.csv,schedule_4
35,41:49.8,TRUE,LEFT,3744,1,0,1,0,FALSE,2244,0.410929491,1610692778_42.csv,schedule_4
36,41:52.7,TRUE,LEFT,3535,1,1,1,1,FALSE,2035,0.188839906,1610692778_42.csv,schedule_4
37,41:55.9,TRUE,LEFT,3096,1,1,1,1,FALSE,1596,-0.277654487,1610692778_42.csv,schedule_4
38,42:00.1,TRUE,LEFT,3631,1,1,1,1,FALSE,2131,0.290852347,1610692778_42.csv,schedule_4
39,42:02.7,TRUE,LEFT,3273,0,1,0,1,FALSE,1773,-0.089569049,1610692778_42.csv,schedule_4
40,42:05.3,TRUE,LEFT,2691,0,0,0,0,FALSE,1191,-0.708019474,1610692778_42.csv,schedule_4
41,42:09.1,TRUE,LEFT,3733,1,0,1,0,FALSE,2233,0.399240566,1610692778_42.csv,schedule_4
42,42:13.0,TRUE,LEFT,3192,0,0,0,0,FALSE,1692,-0.175642046,1610692778_42.csv,schedule_4
43,42:15.1,TRUE,LEFT,2790,0,0,0,0,FALSE,1290,-0.602819144,1610692778_42.csv,schedule_4
44,42:17.9,TRUE,LEFT,2826,0,1,0,1,FALSE,1326,-0.564564479,1610692778_42.csv,schedule_4
45,42:23.1,TRUE,LEFT,5159,0,0,0,0,FALSE,3659,1.914550371,1610692778_42.csv,schedule_4
46,42:30.5,FALSE,RIGHT,6609,0,0,0,0,FALSE,5109,3.455363286,1610692778_42.csv,schedule_4
47,42:32.7,TRUE,LEFT,3056,0,0,0,0,FALSE,1556,-0.320159671,1610692778_42.csv,schedule_4
48,42:36.2,TRUE,LEFT,3528,0,0,0,0,FALSE,2028,0.181401498,1610692778_42.csv,schedule_4
49,42:39.2,TRUE,LEFT,2928,0,0,0,0,FALSE,1428,-0.45617626,1610692778_42.csv,schedule_4
50,42:41.8,TRUE,LEFT,2591,0,0,0,0,FALSE,1091,-0.814282434,1610692778_42.csv,schedule_4
51,42:44.7,TRUE,LEFT,2921,0,0,0,0,FALSE,1421,-0.463614667,1610692778_42.csv,schedule_4
52,42:47.3,TRUE,LEFT,2639,0,0,0,0,FALSE,1139,-0.763276213,1610692778_42.csv,schedule_4
53,42:51.7,TRUE,LEFT,3673,1,0,1,0,FALSE,2173,0.33548279,1610692778_42.csv,schedule_4
54,42:55.7,TRUE,LEFT,4713,0,1,0,1,FALSE,3213,1.440617571,1610692778_42.csv,schedule_4
55,43:00.3,TRUE,LEFT,3960,0,0,0,0,FALSE,2460,0.640457484,1610692778_42.csv,schedule_4
56,43:02.8,TRUE,LEFT,3120,0,1,0,1,FALSE,1620,-0.252151377,1610692778_42.csv,schedule_4
57,43:06.7,TRUE,LEFT,3920,0,0,0,0,FALSE,2420,0.5979523,1610692778_42.csv,schedule_4
58,43:09.7,TRUE,LEFT,3008,0,0,0,0,FALSE,1508,-0.371165892,1610692778_42.csv,schedule_4
59,43:12.7,TRUE,LEFT,3023,0,0,0,0,FALSE,1523,-0.355226448,1610692778_42.csv,schedule_4
60,43:15.7,TRUE,LEFT,2908,0,0,0,0,FALSE,1408,-0.477428852,1610692778_42.csv,schedule_4
61,43:20.2,FALSE,RIGHT,3853,0,1,1,0,FALSE,2353,0.526756117,1610692778_42.csv,schedule_4
62,43:22.3,TRUE,LEFT,2824,0,1,0,1,FALSE,1324,-0.566689738,1610692778_42.csv,schedule_4
63,43:25.8,TRUE,LEFT,3423,0,0,0,0,FALSE,1923,0.069825391,1610692778_42.csv,schedule_4
64,43:28.7,TRUE,LEFT,2993,0,0,0,0,FALSE,1493,-0.387105336,1610692778_42.csv,schedule_4
65,43:31.6,TRUE,LEFT,2824,0,0,0,0,FALSE,1324,-0.566689738,1610692778_42.csv,schedule_4
66,43:35.6,TRUE,LEFT,3240,0,0,0,0,FALSE,1740,-0.124635825,1610692778_42.csv,schedule_4
67,43:37.7,TRUE,LEFT,2920,0,0,0,0,FALSE,1420,-0.464677296,1610692778_42.csv,schedule_4
68,43:40.9,TRUE,LEFT,3080,1,0,1,0,FALSE,1580,-0.294656561,1610692778_42.csv,schedule_4
69,43:45.0,TRUE,LEFT,3504,0,1,0,1,FALSE,2004,0.155898388,1610692778_42.csv,schedule_4
70,43:47.4,TRUE,LEFT,3079,0,0,0,0,FALSE,1579,-0.295719191,1610692778_42.csv,schedule_4
71,43:50.6,TRUE,LEFT,3208,0,1,0,1,FALSE,1708,-0.158639973,1610692778_42.csv,schedule_4
72,43:53.4,TRUE,LEFT,2760,0,0,0,0,FALSE,1260,-0.634698032,1610692778_42.csv,schedule_4
73,43:56.4,TRUE,LEFT,3048,0,0,0,0,FALSE,1548,-0.328660708,1610692778_42.csv,schedule_4
74,43:59.1,TRUE,LEFT,2641,0,0,0,0,FALSE,1141,-0.761150954,1610692778_42.csv,schedule_4
75,44:02.0,TRUE,LEFT,2967,0,0,0,0,FALSE,1467,-0.414733705,1610692778_42.csv,schedule_4
76,44:04.7,TRUE,LEFT,2712,0,0,0,0,FALSE,1212,-0.685704253,1610692778_42.csv,schedule_4
77,44:08.8,TRUE,LEFT,3432,0,0,0,0,FALSE,1932,0.079389057,1610692778_42.csv,schedule_4
78,44:11.2,FALSE,RIGHT,3041,0,0,0,0,FALSE,1541,-0.336099115,1610692778_42.csv,schedule_4
79,44:14.1,TRUE,LEFT,2904,0,0,0,0,FALSE,1404,-0.48167937,1610692778_42.csv,schedule_4
80,44:17.0,TRUE,LEFT,2880,0,0,0,0,FALSE,1380,-0.50718248,1610692778_42.csv,schedule_4
81,44:19.8,TRUE,LEFT,2777,0,0,0,0,FALSE,1277,-0.616633329,1610692778_42.csv,schedule_4
82,44:24.2,TRUE,LEFT,4455,1,0,1,0,FALSE,2955,1.166459135,1610692778_42.csv,schedule_4
83,44:28.2,TRUE,LEFT,3249,0,1,0,1,FALSE,1749,-0.115072159,1610692778_42.csv,schedule_4
84,44:30.2,TRUE,LEFT,2783,0,0,0,0,FALSE,1283,-0.610257551,1610692778_42.csv,schedule_4
85,44:33.2,FALSE,RIGHT,2936,0,0,0,0,FALSE,1436,-0.447675223,1610692778_42.csv,schedule_4
86,44:35.7,TRUE,LEFT,2544,0,0,0,0,FALSE,1044,-0.864226025,1610692778_42.csv,schedule_4
