trial_number,time,is_biased_choice,side_choice,RT,observed_reward,unobserved_reward,biased_reward,unbiased_reward,BLUE_RIGHT_LEFT_RED,RT_net,RT_zscore,subject_file,schedule,catie_choice_probability
0,11:02.7,TRUE,RIGHT,7345,1,0,1,0,FALSE,5845,8.055105797,1590419455_78.csv,schedule_4,0.5
1,11:07.7,FALSE,LEFT,4966,0,1,1,0,FALSE,3466,4.09462634,1590419455_78.csv,schedule_4,0.0499999999999998
2,11:10.5,TRUE,RIGHT,2856,0,0,0,0,FALSE,1356,0.581969066,1590419455_78.csv,schedule_4,0.311
3,11:13.1,TRUE,RIGHT,2640,0,0,0,0,FALSE,1140,0.222379506,1590419455_78.csv,schedule_4,0.815878368682949
4,11:15.6,FALSE,LEFT,2517,0,0,0,0,FALSE,1017,0.017613229,1590419455_78.csv,schedule_4,0.172102431779154
5,11:18.5,TRUE,RIGHT,2929,0,0,0,0,FALSE,1429,0.703497019,1590419455_78.csv,schedule_4,0.198557430226952
6,11:20.9,TRUE,RIGHT,2323,0,0,0,0,FALSE,823,-0.305351468,1590419455_78.csv,schedule_4,0.829297814579387
7,11:23.8,TRUE,RIGHT,2885,0,0,0,0,FALSE,1385,0.630247294,1590419455_78.csv,schedule_4,0.829700608236638
8,11:26.4,FALSE,LEFT,2619,0,0,0,0,FALSE,1119,0.18741941,1590419455_78.csv,schedule_4,0.169983130080019
9,11:28.8,FALSE,LEFT,2403,0,0,0,0,FALSE,903,-0.172170149,1590419455_78.csv,schedule_4,0.802334379565907
10,11:31.7,FALSE,LEFT,2983,0,1,1,0,FALSE,1483,0.793394409,1590419455_78.csv,schedule_4,0.802513127917045
11,11:34.1,FALSE,LEFT,2358,0,1,1,0,FALSE,858,-0.247084641,1590419455_78.csv,schedule_4,0.802659376567975
12,11:36.5,TRUE,RIGHT,2402,1,1,1,1,FALSE,902,-0.173834916,1590419455_78.csv,schedule_4,0.19721874955625
13,11:40.1,FALSE,LEFT,3532,1,1,1,1,FALSE,2032,1.707351207,1590419455_78.csv,schedule_4,0.153891368192904
14,11:42.4,FALSE,LEFT,2341,1,1,1,1,FALSE,841,-0.275385671,1590419455_78.csv,schedule_4,0.777234364213592
15,11:45.0,TRUE,RIGHT,2641,0,1,0,1,FALSE,1141,0.224044273,1590419455_78.csv,schedule_4,0.152659865481709
16,11:47.4,TRUE,RIGHT,2350,0,0,0,0,FALSE,850,-0.260402773,1590419455_78.csv,schedule_4,0.792254679716051
17,11:49.7,FALSE,LEFT,2335,0,0,0,0,FALSE,835,-0.28537427,1590419455_78.csv,schedule_4,0.206117799782785
18,11:52.2,TRUE,RIGHT,2480,0,0,0,0,FALSE,980,-0.04398313,1590419455_78.csv,schedule_4,0.254604334625233
19,11:54.7,FALSE,LEFT,2456,0,0,0,0,FALSE,956,-0.083937526,1590419455_78.csv,schedule_4,0.229246515659346
20,11:57.0,TRUE,RIGHT,2308,1,0,1,0,FALSE,808,-0.330322965,1590419455_78.csv,schedule_4,0.261022359245854
21,11:59.3,TRUE,RIGHT,2347,1,0,1,0,FALSE,847,-0.265397072,1590419455_78.csv,schedule_4,0.704982034651795
22,12:01.7,FALSE,LEFT,2353,1,1,1,1,FALSE,853,-0.255408473,1590419455_78.csv,schedule_4,0.135336936920187
23,12:04.0,FALSE,LEFT,2346,1,1,1,1,FALSE,846,-0.267061839,1590419455_78.csv,schedule_4,0.872285907981394
24,12:07.0,TRUE,RIGHT,2938,1,1,1,1,FALSE,1438,0.718479918,1590419455_78.csv,schedule_4,0.105053387885121
25,12:09.3,TRUE,RIGHT,2349,0,1,0,1,FALSE,849,-0.262067539,1590419455_78.csv,schedule_4,0.860976475849663
26,12:11.6,TRUE,RIGHT,2312,0,0,0,0,FALSE,812,-0.323663899,1590419455_78.csv,schedule_4,0.56903634575743
27,12:14.1,FALSE,LEFT,2440,0,0,0,0,FALSE,940,-0.11057379,1590419455_78.csv,schedule_4,0.196309245326396
28,12:16.6,FALSE,LEFT,2553,0,0,0,0,FALSE,1053,0.077544823,1590419455_78.csv,schedule_4,0.682822425514536
29,12:19.3,FALSE,LEFT,2738,0,0,0,0,FALSE,1238,0.385526622,1590419455_78.csv,schedule_4,0.682999803585329
30,12:21.7,FALSE,LEFT,2379,0,0,0,0,FALSE,879,-0.212124545,1590419455_78.csv,schedule_4,0.683164989930693
31,12:23.9,TRUE,RIGHT,2188,0,0,0,0,FALSE,688,-0.530094943,1590419455_78.csv,schedule_4,0.316680648422633
32,12:26.4,FALSE,LEFT,2490,0,0,0,0,FALSE,990,-0.027335466,1590419455_78.csv,schedule_4,0.193650937957518
33,12:28.7,TRUE,RIGHT,2320,0,0,0,0,FALSE,820,-0.310345767,1590419455_78.csv,schedule_4,0.316732866193579
34,12:31.1,FALSE,LEFT,2350,0,1,1,0,FALSE,850,-0.260402773,1590419455_78.csv,schedule_4,0.18946758226614
35,12:33.4,TRUE,RIGHT,2382,1,0,1,0,FALSE,882,-0.207130245,1590419455_78.csv,schedule_4,0.31670767244804
36,12:35.8,TRUE,RIGHT,2349,1,1,1,1,FALSE,849,-0.262067539,1590419455_78.csv,schedule_4,0.741787143351942
37,12:38.1,FALSE,LEFT,2285,1,1,1,1,FALSE,785,-0.368612594,1590419455_78.csv,schedule_4,0.228602428045977
38,12:40.4,FALSE,LEFT,2351,1,1,1,1,FALSE,851,-0.258738006,1590419455_78.csv,schedule_4,0.891165045532169
39,12:42.8,FALSE,LEFT,2371,1,0,0,1,FALSE,871,-0.225442677,1590419455_78.csv,schedule_4,0.85422877452499
40,12:45.4,FALSE,LEFT,2595,0,0,0,0,FALSE,1095,0.147465015,1590419455_78.csv,schedule_4,0.897293604895231
41,12:47.7,TRUE,RIGHT,2250,1,0,1,0,FALSE,750,-0.426879421,1590419455_78.csv,schedule_4,0.197502244441404
42,12:50.4,FALSE,LEFT,2770,0,0,0,0,FALSE,1270,0.438799149,1590419455_78.csv,schedule_4,0.258001198879274
43,12:52.6,FALSE,LEFT,2211,0,0,0,0,FALSE,711,-0.491805314,1590419455_78.csv,schedule_4,0.734245693326605
44,12:54.9,FALSE,LEFT,2251,1,0,0,1,FALSE,751,-0.425214654,1590419455_78.csv,schedule_4,0.679054927922363
45,12:57.2,FALSE,LEFT,2288,0,0,0,0,FALSE,788,-0.363618295,1590419455_78.csv,schedule_4,0.884286094155642
46,13:00.0,FALSE,LEFT,2796,0,0,0,0,FALSE,1296,0.482083077,1590419455_78.csv,schedule_4,0.773316437087539
47,13:02.2,FALSE,LEFT,2260,0,0,0,0,FALSE,760,-0.410231756,1590419455_78.csv,schedule_4,0.676723456216414
48,13:04.7,FALSE,LEFT,2435,0,0,0,0,FALSE,935,-0.118897622,1590419455_78.csv,schedule_4,0.677732763622507
49,13:07.3,FALSE,LEFT,2669,0,0,0,0,FALSE,1169,0.270657734,1590419455_78.csv,schedule_4,0.678187594288959
50,13:09.6,TRUE,RIGHT,2209,0,0,0,0,FALSE,709,-0.495134847,1590419455_78.csv,schedule_4,0.321435332837238
51,13:12.1,FALSE,LEFT,2569,0,0,0,0,FALSE,1069,0.104181086,1590419455_78.csv,schedule_4,0.193580195661841
52,13:14.4,TRUE,RIGHT,2314,0,0,0,0,FALSE,814,-0.320334366,1590419455_78.csv,schedule_4,0.317739028693544
53,13:16.7,FALSE,LEFT,2243,0,1,1,0,FALSE,743,-0.438532786,1590419455_78.csv,schedule_4,0.192360808775343
54,13:18.9,FALSE,LEFT,2256,1,0,0,1,FALSE,756,-0.416890822,1590419455_78.csv,schedule_4,0.682298109325956
55,13:21.4,FALSE,LEFT,2519,0,0,0,0,FALSE,1019,0.020942762,1590419455_78.csv,schedule_4,0.867628416426041
56,13:23.7,TRUE,RIGHT,2248,0,1,0,1,FALSE,748,-0.430208954,1590419455_78.csv,schedule_4,0.230341628231998
57,13:26.1,FALSE,LEFT,2367,0,0,0,0,FALSE,867,-0.232101743,1590419455_78.csv,schedule_4,0.195111783174712
58,13:28.3,TRUE,RIGHT,2211,0,0,0,0,FALSE,711,-0.491805314,1590419455_78.csv,schedule_4,0.27195665736973
59,13:30.7,FALSE,LEFT,2396,0,0,0,0,FALSE,896,-0.183823515,1590419455_78.csv,schedule_4,0.191256251651423
60,13:32.8,TRUE,RIGHT,2143,0,0,0,0,FALSE,643,-0.605009434,1590419455_78.csv,schedule_4,0.225951464427881
61,13:35.2,TRUE,RIGHT,2370,1,0,1,0,FALSE,870,-0.227107443,1590419455_78.csv,schedule_4,0.809613047057023
62,13:37.4,TRUE,RIGHT,2202,0,1,0,1,FALSE,702,-0.506788212,1590419455_78.csv,schedule_4,0.609117423972855
63,13:40.0,TRUE,RIGHT,2611,0,0,0,0,FALSE,1111,0.174101279,1590419455_78.csv,schedule_4,0.598751219244628
64,13:42.2,TRUE,RIGHT,2216,0,0,0,0,FALSE,716,-0.483481481,1590419455_78.csv,schedule_4,0.88035969043498
65,13:44.6,FALSE,LEFT,2419,0,0,0,0,FALSE,919,-0.145533886,1590419455_78.csv,schedule_4,0.118837292347483
66,13:46.8,TRUE,RIGHT,2218,0,0,0,0,FALSE,718,-0.480151948,1590419455_78.csv,schedule_4,0.225981926079883
67,13:49.1,FALSE,LEFT,2293,0,0,0,0,FALSE,793,-0.355294462,1590419455_78.csv,schedule_4,0.0828992110940366
68,13:51.4,TRUE,RIGHT,2224,1,0,1,0,FALSE,724,-0.470163349,1590419455_78.csv,schedule_4,0.225894813463538
69,13:53.6,FALSE,LEFT,2281,1,0,0,1,FALSE,781,-0.37527166,1590419455_78.csv,schedule_4,0.217196651141335
70,13:55.9,FALSE,LEFT,2280,0,0,0,0,FALSE,780,-0.376936426,1590419455_78.csv,schedule_4,0.878983217674107
71,13:58.5,TRUE,RIGHT,2542,0,1,0,1,FALSE,1042,0.059232391,1590419455_78.csv,schedule_4,0.234004916793022
72,14:01.3,FALSE,LEFT,2792,0,0,0,0,FALSE,1292,0.475424011,1590419455_78.csv,schedule_4,0.0869687114433807
73,14:03.6,TRUE,RIGHT,2326,0,0,0,0,FALSE,826,-0.300357168,1590419455_78.csv,schedule_4,0.226281210254773
74,14:05.9,FALSE,LEFT,2343,0,0,0,0,FALSE,843,-0.272056138,1590419455_78.csv,schedule_4,0.0842635318703029
75,14:08.0,TRUE,RIGHT,2118,0,0,0,0,FALSE,618,-0.646628596,1590419455_78.csv,schedule_4,0.226205505114384
76,14:10.5,FALSE,LEFT,2445,0,0,0,0,FALSE,945,-0.102249957,1590419455_78.csv,schedule_4,0.0834559492573544
77,14:13.0,TRUE,RIGHT,2551,0,0,0,0,FALSE,1051,0.07421529,1590419455_78.csv,schedule_4,0.226126893932676
78,14:15.4,FALSE,LEFT,2359,0,0,0,0,FALSE,859,-0.245419875,1590419455_78.csv,schedule_4,0.0827115660652257
79,14:17.9,TRUE,RIGHT,2501,0,0,0,0,FALSE,1001,-0.009023034,1590419455_78.csv,schedule_4,0.226046266738671
80,14:20.3,TRUE,RIGHT,2433,0,0,0,0,FALSE,933,-0.122227155,1590419455_78.csv,schedule_4,0.917978157743071
81,14:22.7,TRUE,RIGHT,2378,0,0,0,0,FALSE,878,-0.213789311,1590419455_78.csv,schedule_4,0.876276874283108
82,14:25.1,TRUE,RIGHT,2342,1,0,1,0,FALSE,842,-0.273720905,1590419455_78.csv,schedule_4,0.882317513931898
83,14:28.6,FALSE,LEFT,3491,1,0,0,1,FALSE,1991,1.639095781,1590419455_78.csv,schedule_4,0.492109113513838
84,14:30.9,FALSE,LEFT,2303,0,0,0,0,FALSE,803,-0.338646797,1590419455_78.csv,schedule_4,0.812426991871558
85,14:33.4,TRUE,RIGHT,2539,0,0,0,0,FALSE,1039,0.054238092,1590419455_78.csv,schedule_4,0.233470631540963
86,14:35.8,FALSE,LEFT,2448,0,0,0,0,FALSE,948,-0.097255658,1590419455_78.csv,schedule_4,0.0838303987605646
87,14:38.3,FALSE,LEFT,2508,0,0,0,0,FALSE,1008,0.002630331,1590419455_78.csv,schedule_4,0.773664371999014
88,14:40.6,TRUE,RIGHT,2288,0,0,0,0,FALSE,788,-0.363618295,1590419455_78.csv,schedule_4,0.324341540668813
89,14:42.9,TRUE,RIGHT,2300,0,0,0,0,FALSE,800,-0.343641097,1590419455_78.csv,schedule_4,0.916460212933848
90,14:45.1,TRUE,RIGHT,2152,0,0,0,0,FALSE,652,-0.590026536,1590419455_78.csv,schedule_4,0.918875540421478
91,14:47.3,TRUE,RIGHT,2225,0,0,0,0,FALSE,725,-0.468498583,1590419455_78.csv,schedule_4,0.919269065757132
92,14:49.6,TRUE,RIGHT,2271,1,0,1,0,FALSE,771,-0.391919325,1590419455_78.csv,schedule_4,0.920532221645682
93,14:51.9,TRUE,RIGHT,2293,1,0,1,0,FALSE,793,-0.355294462,1590419455_78.csv,schedule_4,0.494307078510929
94,14:54.2,FALSE,LEFT,2324,1,0,0,1,FALSE,824,-0.303686701,1590419455_78.csv,schedule_4,0.299113466438206
95,14:56.6,FALSE,LEFT,2375,1,0,0,1,FALSE,875,-0.218783611,1590419455_78.csv,schedule_4,0.760716868901356
96,14:59.1,FALSE,LEFT,2497,1,0,0,1,FALSE,997,-0.0156821,1590419455_78.csv,schedule_4,0.776040193065776
97,15:01.4,FALSE,LEFT,2313,1,1,1,1,FALSE,813,-0.321999133,1590419455_78.csv,schedule_4,0.880518133359407
98,15:03.7,TRUE,RIGHT,2277,0,1,0,1,FALSE,777,-0.381930726,1590419455_78.csv,schedule_4,0.0897238452371942
99,15:05.9,FALSE,LEFT,2284,1,0,0,1,FALSE,784,-0.370277361,1590419455_78.csv,schedule_4,0.328241270054291
0,11:06.0,FALSE,RIGHT,2429,0,1,1,0,TRUE,929,-1.318831998,1590419463_82.csv,schedule_4,0.5
1,11:09.5,TRUE,LEFT,3202,1,0,1,0,TRUE,1702,0.966536399,1590419463_82.csv,schedule_4,0.1805
2,11:13.0,TRUE,LEFT,3526,0,0,0,0,TRUE,2026,1.92443984,1590419463_82.csv,schedule_4,0.950000000000002
3,11:15.9,FALSE,RIGHT,3193,0,0,0,0,TRUE,1693,0.93992797,1590419463_82.csv,schedule_4,0.399417452325114
4,11:19.0,FALSE,RIGHT,2887,0,0,0,0,TRUE,1387,0.035241386,1590419463_82.csv,schedule_4,0.727597024268513
5,11:21.8,FALSE,RIGHT,3016,0,0,0,0,TRUE,1516,0.416628867,1590419463_82.csv,schedule_4,0.728020210735271
6,11:25.2,TRUE,LEFT,3135,0,0,0,0,TRUE,1635,0.768451428,1590419463_82.csv,schedule_4,0.271697664953558
7,11:29.3,TRUE,LEFT,3985,0,0,0,0,TRUE,2485,3.281469716,1590419463_82.csv,schedule_4,0.845804997043618
8,11:33.3,TRUE,LEFT,4056,0,0,0,0,TRUE,2556,3.491380656,1590419463_82.csv,schedule_4,0.815631539509804
9,11:36.9,FALSE,RIGHT,3600,0,0,0,0,TRUE,2100,2.143220256,1590419463_82.csv,schedule_4,0.176563702862192
10,11:40.0,FALSE,RIGHT,3089,0,1,1,0,TRUE,1589,0.632452791,1590419463_82.csv,schedule_4,0.727428738153899
11,11:42.8,FALSE,RIGHT,3081,0,1,1,0,TRUE,1581,0.608800854,1590419463_82.csv,schedule_4,0.727636394376481
12,11:45.6,FALSE,RIGHT,2823,1,1,1,1,TRUE,1323,-0.153974109,1590419463_82.csv,schedule_4,0.727809441228632
13,11:48.6,FALSE,RIGHT,2697,1,1,1,1,TRUE,1197,-0.526492114,1590419463_82.csv,schedule_4,0.850040782746031
14,11:51.4,FALSE,RIGHT,3088,1,1,1,1,TRUE,1588,0.629496299,1590419463_82.csv,schedule_4,0.885158246068458
15,11:54.9,FALSE,RIGHT,3312,1,0,0,1,TRUE,1812,1.29175053,1590419463_82.csv,schedule_4,0.929172302948219
16,11:57.4,FALSE,RIGHT,2712,0,0,0,0,TRUE,1212,-0.482144732,1590419463_82.csv,schedule_4,0.939143717049652
17,12:01.3,FALSE,RIGHT,3488,0,0,0,0,TRUE,1988,1.812093141,1590419463_82.csv,schedule_4,0.818643259265814
18,12:04.2,FALSE,RIGHT,3136,0,0,0,0,TRUE,1636,0.77140792,1590419463_82.csv,schedule_4,0.771711080013065
19,12:06.7,FALSE,RIGHT,2720,0,0,0,0,TRUE,1220,-0.458492796,1590419463_82.csv,schedule_4,0.771826371396147
20,12:09.8,FALSE,RIGHT,2800,0,1,1,0,TRUE,1300,-0.221973427,1590419463_82.csv,schedule_4,0.772998604805309
21,12:12.2,TRUE,LEFT,2680,1,0,1,0,TRUE,1180,-0.57675248,1590419463_82.csv,schedule_4,0.22611847115264
22,12:15.6,TRUE,LEFT,3144,1,1,1,1,TRUE,1644,0.795059857,1590419463_82.csv,schedule_4,0.735515734775922
23,12:18.9,TRUE,LEFT,3256,1,1,1,1,TRUE,1756,1.126186972,1590419463_82.csv,schedule_4,0.820446648871586
24,12:21.4,TRUE,LEFT,2760,1,1,1,1,TRUE,1260,-0.340233111,1590419463_82.csv,schedule_4,0.856728637947728
25,12:25.4,TRUE,LEFT,3648,0,1,0,1,TRUE,2148,2.285131877,1590419463_82.csv,schedule_4,0.892674257862013
26,12:28.3,FALSE,RIGHT,2960,0,0,0,0,TRUE,1460,0.251065309,1590419463_82.csv,schedule_4,0.418481001609852
27,12:30.7,FALSE,RIGHT,2672,0,0,0,0,TRUE,1172,-0.600404417,1590419463_82.csv,schedule_4,0.698623494365213
28,12:33.6,TRUE,LEFT,2688,0,0,0,0,TRUE,1188,-0.553100543,1590419463_82.csv,schedule_4,0.319764541609471
29,12:36.1,FALSE,RIGHT,2752,0,0,0,0,TRUE,1252,-0.363885048,1590419463_82.csv,schedule_4,0.216281189160288
30,12:39.2,FALSE,RIGHT,2840,0,0,0,0,TRUE,1340,-0.103713743,1590419463_82.csv,schedule_4,0.695407520284644
31,12:41.9,TRUE,LEFT,2968,0,0,0,0,TRUE,1468,0.274717246,1590419463_82.csv,schedule_4,0.319629066577092
32,12:45.0,FALSE,RIGHT,2831,0,0,0,0,TRUE,1331,-0.130322172,1590419463_82.csv,schedule_4,0.197566280421718
33,12:47.4,FALSE,RIGHT,2664,0,0,0,0,TRUE,1164,-0.624056353,1590419463_82.csv,schedule_4,0.698780534618276
34,12:50.4,FALSE,RIGHT,2712,0,1,1,0,TRUE,1212,-0.482144732,1590419463_82.csv,schedule_4,0.680611382058005
35,12:52.7,TRUE,LEFT,2584,1,0,1,0,TRUE,1084,-0.860575722,1590419463_82.csv,schedule_4,0.321197316434333
36,12:55.3,TRUE,LEFT,2624,1,1,1,1,TRUE,1124,-0.742316038,1590419463_82.csv,schedule_4,0.841950263204706
37,12:58.1,TRUE,LEFT,2537,1,1,1,1,TRUE,1037,-0.999530851,1590419463_82.csv,schedule_4,0.85031165407399
38,13:00.5,TRUE,LEFT,2600,1,1,1,1,TRUE,1100,-0.813271848,1590419463_82.csv,schedule_4,0.857389219237939
39,13:03.8,TRUE,LEFT,2961,0,1,0,1,TRUE,1461,0.254021802,1590419463_82.csv,schedule_4,0.883920151654652
40,13:06.1,FALSE,RIGHT,2679,0,0,0,0,TRUE,1179,-0.579708972,1590419463_82.csv,schedule_4,0.418384891128247
41,13:09.1,FALSE,RIGHT,2783,0,1,1,0,TRUE,1283,-0.272233793,1590419463_82.csv,schedule_4,0.698448601807069
42,13:11.7,FALSE,RIGHT,2825,0,0,0,0,TRUE,1325,-0.148061125,1590419463_82.csv,schedule_4,0.680525013872164
43,13:14.6,FALSE,RIGHT,2625,0,0,0,0,TRUE,1125,-0.739359545,1590419463_82.csv,schedule_4,0.678835612035126
44,13:17.3,FALSE,RIGHT,2967,1,0,0,1,TRUE,1467,0.271760754,1590419463_82.csv,schedule_4,0.679121285089495
45,13:20.3,FALSE,RIGHT,2671,0,0,0,0,TRUE,1171,-0.603360909,1590419463_82.csv,schedule_4,0.917326597595987
46,13:22.7,FALSE,RIGHT,2721,0,0,0,0,TRUE,1221,-0.455536303,1590419463_82.csv,schedule_4,0.775386051833266
47,13:25.2,FALSE,RIGHT,2496,0,0,0,0,TRUE,996,-1.120747027,1590419463_82.csv,schedule_4,0.679417382961577
48,13:28.2,FALSE,RIGHT,2672,0,0,0,0,TRUE,1172,-0.600404417,1590419463_82.csv,schedule_4,0.677247551586392
49,13:30.5,TRUE,LEFT,2647,0,0,0,0,TRUE,1147,-0.674316719,1590419463_82.csv,schedule_4,0.322523329794156
50,13:34.1,TRUE,LEFT,3313,0,0,0,0,TRUE,1813,1.294707022,1590419463_82.csv,schedule_4,0.801096618239882
51,13:36.6,FALSE,RIGHT,2736,0,0,0,0,TRUE,1236,-0.411188922,1590419463_82.csv,schedule_4,0.183109029384435
52,13:39.6,TRUE,LEFT,2632,0,0,0,0,TRUE,1132,-0.718664101,1590419463_82.csv,schedule_4,0.301559488160719
53,13:41.7,FALSE,RIGHT,2488,0,1,1,0,TRUE,988,-1.144398964,1590419463_82.csv,schedule_4,0.19729803973686
54,13:44.8,TRUE,LEFT,2840,0,1,0,1,TRUE,1340,-0.103713743,1590419463_82.csv,schedule_4,0.277794544150418
55,13:47.0,FALSE,RIGHT,2488,0,0,0,0,TRUE,988,-1.144398964,1590419463_82.csv,schedule_4,0.192039407887792
56,13:50.0,TRUE,LEFT,2728,0,1,0,1,TRUE,1228,-0.434840859,1590419463_82.csv,schedule_4,0.277656603426576
57,13:52.3,FALSE,RIGHT,2593,0,0,0,0,TRUE,1093,-0.833967293,1590419463_82.csv,schedule_4,0.191260303665407
58,13:55.3,TRUE,LEFT,2655,0,0,0,0,TRUE,1155,-0.650664782,1590419463_82.csv,schedule_4,0.277521719783285
59,13:57.6,FALSE,RIGHT,2648,0,0,0,0,TRUE,1148,-0.671360227,1590419463_82.csv,schedule_4,0.190565919627148
60,14:01.9,TRUE,LEFT,4024,0,0,0,0,TRUE,2524,3.396772908,1590419463_82.csv,schedule_4,0.277390409675357
61,14:04.8,FALSE,RIGHT,2888,0,1,1,0,TRUE,1388,0.038197878,1590419463_82.csv,schedule_4,0.189941469120722
62,14:07.3,TRUE,LEFT,2761,0,1,0,1,TRUE,1261,-0.337276619,1590419463_82.csv,schedule_4,0.277262973018278
63,14:10.1,FALSE,RIGHT,2552,0,0,0,0,TRUE,1052,-0.955183469,1590419463_82.csv,schedule_4,0.189375518880971
64,14:12.4,FALSE,RIGHT,2559,0,0,0,0,TRUE,1059,-0.934488024,1590419463_82.csv,schedule_4,0.722860439200626
65,14:16.0,FALSE,RIGHT,3409,0,0,0,0,TRUE,1909,1.578530264,1590419463_82.csv,schedule_4,0.680224757207086
66,14:18.7,FALSE,RIGHT,2647,0,0,0,0,TRUE,1147,-0.674316719,1590419463_82.csv,schedule_4,0.678120129746827
67,14:21.2,FALSE,RIGHT,2712,0,0,0,0,TRUE,1212,-0.482144732,1590419463_82.csv,schedule_4,0.678304654535836
68,14:24.2,FALSE,RIGHT,2664,0,1,1,0,TRUE,1164,-0.624056353,1590419463_82.csv,schedule_4,0.678475488103494
69,14:26.5,FALSE,RIGHT,2704,1,0,0,1,TRUE,1204,-0.505796669,1590419463_82.csv,schedule_4,0.67863448858415
70,14:29.4,FALSE,RIGHT,2616,0,0,0,0,TRUE,1116,-0.765967974,1590419463_82.csv,schedule_4,0.866328160934583
71,14:32.2,FALSE,RIGHT,3065,1,0,0,1,TRUE,1565,0.56149698,1590419463_82.csv,schedule_4,0.779412807416058
72,14:35.1,FALSE,RIGHT,2631,0,0,0,0,TRUE,1131,-0.721620593,1590419463_82.csv,schedule_4,0.861883092862453
73,14:38.3,FALSE,RIGHT,3152,0,0,0,0,TRUE,1652,0.818711794,1590419463_82.csv,schedule_4,0.798141462619068
74,14:40.6,FALSE,RIGHT,2608,0,0,0,0,TRUE,1108,-0.789619911,1590419463_82.csv,schedule_4,0.675720897717033
75,14:43.5,FALSE,RIGHT,2608,0,0,0,0,TRUE,1108,-0.789619911,1590419463_82.csv,schedule_4,0.676776850733575
76,14:46.5,FALSE,RIGHT,3313,0,0,0,0,TRUE,1813,1.294707022,1590419463_82.csv,schedule_4,0.676915943542688
77,14:49.6,FALSE,RIGHT,2576,0,0,0,0,TRUE,1076,-0.884227659,1590419463_82.csv,schedule_4,0.67704792163274
78,14:51.7,FALSE,RIGHT,2599,0,0,0,0,TRUE,1099,-0.81622834,1590419463_82.csv,schedule_4,0.677173488539636
79,14:55.0,TRUE,LEFT,2865,0,0,0,0,TRUE,1365,-0.02980144,1590419463_82.csv,schedule_4,0.322706748772426
80,14:57.4,TRUE,LEFT,2863,0,0,0,0,TRUE,1363,-0.035714425,1590419463_82.csv,schedule_4,0.80583557372557
81,15:00.4,FALSE,RIGHT,2624,0,0,0,0,TRUE,1124,-0.742316038,1590419463_82.csv,schedule_4,0.182504597704889
82,15:02.7,FALSE,RIGHT,2625,0,1,1,0,TRUE,1125,-0.739359545,1590419463_82.csv,schedule_4,0.722402376892521
83,15:05.4,FALSE,RIGHT,2416,1,0,0,1,TRUE,916,-1.357266395,1590419463_82.csv,schedule_4,0.679411885052222
84,15:07.9,FALSE,RIGHT,2832,0,0,0,0,TRUE,1332,-0.12736568,1590419463_82.csv,schedule_4,0.857564772647592
85,15:11.5,TRUE,LEFT,3264,0,0,0,0,TRUE,1764,1.149838909,1590419463_82.csv,schedule_4,0.205552138327403
86,15:14.4,FALSE,RIGHT,2913,0,0,0,0,TRUE,1413,0.112110181,1590419463_82.csv,schedule_4,0.193398173500401
87,15:16.7,FALSE,RIGHT,2558,0,0,0,0,TRUE,1058,-0.937444516,1590419463_82.csv,schedule_4,0.72228731047835
88,15:20.0,FALSE,RIGHT,2778,0,0,0,0,TRUE,1278,-0.287016253,1590419463_82.csv,schedule_4,0.678948393480014
89,15:22.6,FALSE,RIGHT,3094,0,0,0,0,TRUE,1594,0.647235251,1590419463_82.csv,schedule_4,0.676785488783871
90,15:25.3,FALSE,RIGHT,2521,0,0,0,0,TRUE,1021,-1.046834724,1590419463_82.csv,schedule_4,0.676888886133498
91,15:28.6,FALSE,RIGHT,3231,0,0,0,0,TRUE,1731,1.05227467,1590419463_82.csv,schedule_4,0.676988359862503
92,15:30.9,FALSE,RIGHT,2608,0,1,1,0,TRUE,1108,-0.789619911,1590419463_82.csv,schedule_4,0.677084205982288
93,15:34.4,FALSE,RIGHT,3016,0,1,1,0,TRUE,1516,0.416628867,1590419463_82.csv,schedule_4,0.677176688942668
94,15:36.7,FALSE,RIGHT,2808,1,0,0,1,TRUE,1308,-0.19832149,1590419463_82.csv,schedule_4,0.677266045806573
95,15:40.1,FALSE,RIGHT,3065,1,0,0,1,TRUE,1565,0.56149698,1590419463_82.csv,schedule_4,0.861011855545755
96,15:42.5,FALSE,RIGHT,2727,1,0,0,1,TRUE,1227,-0.437797351,1590419463_82.csv,schedule_4,0.827230322434096
97,15:45.5,FALSE,RIGHT,2717,1,1,1,1,TRUE,1217,-0.467362272,1590419463_82.csv,schedule_4,0.841785838135386
98,15:48.7,FALSE,RIGHT,2992,1,0,0,1,TRUE,1492,0.345673057,1590419463_82.csv,schedule_4,0.843723001364114
99,15:51.1,FALSE,RIGHT,2840,1,0,0,1,TRUE,1340,-0.103713743,1590419463_82.csv,schedule_4,0.672602018034118
0,11:14.4,FALSE,RIGHT,3640,0,1,1,0,FALSE,2140,-0.234799505,1590419467_16.csv,schedule_4,0.5
1,11:16.6,FALSE,RIGHT,3688,0,1,1,0,FALSE,2188,-0.231802662,1590419467_16.csv,schedule_4,0.8195
2,11:20.5,TRUE,LEFT,2616,0,0,0,0,FALSE,1116,-0.29873215,1590419467_16.csv,schedule_4,0.1805
3,11:21.8,TRUE,LEFT,2551,0,0,0,0,FALSE,1051,-0.302790374,1590419467_16.csv,schedule_4,0.8195
4,11:28.1,TRUE,LEFT,4496,0,0,0,0,FALSE,2996,-0.18135581,1590419467_16.csv,schedule_4,0.8195
