trial_number,time,is_biased_choice,side_choice,RT,observed_reward,unobserved_reward,biased_reward,unbiased_reward,BLUE_RIGHT_LEFT_RED,RT_net,RT_zscore,subject_file,schedule,catie_choice_probability
65,18:10.7,TRUE,RIGHT,2225,0,0,0,0,FALSE,725,-0.21622122,1611000934_18.csv,schedule_4,0.699540066703097
66,18:13.0,TRUE,RIGHT,2248,0,0,0,0,FALSE,748,-0.173438288,1611000934_18.csv,schedule_4,0.699726269032047
67,18:19.1,TRUE,RIGHT,6096,0,0,0,0,FALSE,4596,6.984332329,1611000934_18.csv,schedule_4,0.699893937917843
68,18:21.3,TRUE,RIGHT,2297,1,0,1,0,FALSE,797,-0.082292041,1611000934_18.csv,schedule_4,0.700046628530637
69,18:23.8,TRUE,RIGHT,2416,0,1,0,1,FALSE,916,0.139063132,1611000934_18.csv,schedule_4,0.624756662301091
70,18:26.0,FALSE,LEFT,2224,0,0,0,0,FALSE,724,-0.218081348,1611000934_18.csv,schedule_4,0.428632828054102
71,18:28.3,TRUE,RIGHT,2297,0,1,0,1,FALSE,797,-0.082292041,1611000934_18.csv,schedule_4,0.320488708597004
72,18:30.4,TRUE,RIGHT,2112,0,0,0,0,FALSE,612,-0.426415628,1611000934_18.csv,schedule_4,0.891237345045756
73,18:32.5,TRUE,RIGHT,2088,0,0,0,0,FALSE,588,-0.471058688,1611000934_18.csv,schedule_4,0.930942428619123
74,18:34.6,FALSE,LEFT,2104,0,0,0,0,FALSE,604,-0.441296648,1611000934_18.csv,schedule_4,0.186311459390209
75,18:36.9,TRUE,RIGHT,2289,0,0,0,0,FALSE,789,-0.097173061,1611000934_18.csv,schedule_4,0.321919036786853
76,18:39.1,TRUE,RIGHT,2247,0,0,0,0,FALSE,747,-0.175298416,1611000934_18.csv,schedule_4,0.891899876377942
77,18:41.5,TRUE,RIGHT,2321,0,0,0,0,FALSE,821,-0.037648981,1611000934_18.csv,schedule_4,0.931227913143593
78,18:43.8,TRUE,RIGHT,2385,0,0,0,0,FALSE,885,0.081399179,1611000934_18.csv,schedule_4,0.837859054310883
79,18:46.2,FALSE,LEFT,2328,0,0,0,0,FALSE,828,-0.024628088,1611000934_18.csv,schedule_4,0.277198583106213
80,18:48.3,TRUE,RIGHT,2136,0,0,0,0,FALSE,636,-0.381772568,1611000934_18.csv,schedule_4,0.321662379068947
81,18:50.4,FALSE,LEFT,2129,0,0,0,0,FALSE,629,-0.39479346,1611000934_18.csv,schedule_4,0.107483400334722
82,18:52.5,TRUE,RIGHT,2079,1,0,1,0,FALSE,579,-0.487799835,1611000934_18.csv,schedule_4,0.320082720191474
83,18:54.7,TRUE,RIGHT,2169,0,1,0,1,FALSE,669,-0.32038836,1611000934_18.csv,schedule_4,0.908959398591626
84,18:56.9,TRUE,RIGHT,2192,0,0,0,0,FALSE,692,-0.277605428,1611000934_18.csv,schedule_4,0.630151733872401
85,18:59.0,FALSE,LEFT,2096,0,0,0,0,FALSE,596,-0.456177668,1611000934_18.csv,schedule_4,0.068663806748078
86,19:00.9,TRUE,RIGHT,1984,0,0,0,0,FALSE,484,-0.664511948,1611000934_18.csv,schedule_4,0.321488076865016
87,19:02.9,TRUE,RIGHT,1969,0,0,0,0,FALSE,469,-0.69241386,1611000934_18.csv,schedule_4,0.891637393827211
88,19:05.2,TRUE,RIGHT,2280,0,0,0,0,FALSE,780,-0.113914208,1611000934_18.csv,schedule_4,0.931406632587368
89,19:07.2,TRUE,RIGHT,2056,0,0,0,0,FALSE,556,-0.530582768,1611000934_18.csv,schedule_4,0.92952029316304
90,19:09.4,TRUE,RIGHT,2136,0,0,0,0,FALSE,636,-0.381772568,1611000934_18.csv,schedule_4,0.929784040218393
91,19:11.4,TRUE,RIGHT,2057,0,0,0,0,FALSE,557,-0.52872264,1611000934_18.csv,schedule_4,0.838553804699802
92,19:13.7,TRUE,RIGHT,2215,1,0,1,0,FALSE,715,-0.234822495,1611000934_18.csv,schedule_4,0.723231361337015
93,19:15.7,TRUE,RIGHT,2089,1,0,1,0,FALSE,589,-0.46919856,1611000934_18.csv,schedule_4,0.623767547912495
94,19:17.9,TRUE,RIGHT,2177,0,1,0,1,FALSE,677,-0.30550734,1611000934_18.csv,schedule_4,0.910751027129738
95,19:20.2,TRUE,RIGHT,2271,0,1,0,1,FALSE,771,-0.130655356,1611000934_18.csv,schedule_4,0.629742964976139
96,19:22.3,TRUE,RIGHT,2136,0,1,0,1,FALSE,636,-0.381772568,1611000934_18.csv,schedule_4,0.930101386624069
97,19:24.4,FALSE,LEFT,2096,1,1,1,1,FALSE,596,-0.456177668,1611000934_18.csv,schedule_4,0.0720390909123776
98,19:26.5,FALSE,LEFT,2065,1,0,0,1,FALSE,565,-0.51384162,1611000934_18.csv,schedule_4,0.676489341285573
99,19:28.5,FALSE,LEFT,2064,1,0,0,1,FALSE,564,-0.515701748,1611000934_18.csv,schedule_4,0.667817836937475
0,16:14.0,TRUE,LEFT,6268,1,0,1,0,FALSE,4768,8.237655134,1611000967_85.csv,schedule_4,0.5
1,16:17.7,TRUE,LEFT,3629,1,0,1,0,FALSE,2129,2.535547346,1611000967_85.csv,schedule_4,0.950000000000002
2,16:20.6,TRUE,LEFT,3095,0,0,0,0,FALSE,1595,1.381729401,1611000967_85.csv,schedule_4,0.950000000000002
3,16:23.2,FALSE,RIGHT,2632,0,0,0,0,FALSE,1132,0.381321706,1611000967_85.csv,schedule_4,0.38773338294749
4,16:25.7,TRUE,LEFT,2488,0,0,0,0,FALSE,988,0.070179788,1611000967_85.csv,schedule_4,0.245487690176121
5,16:28.9,TRUE,LEFT,3046,0,0,0,0,FALSE,1546,1.27585472,1611000967_85.csv,schedule_4,0.84614703890551
6,16:31.1,FALSE,RIGHT,2376,0,0,0,0,FALSE,876,-0.171819481,1611000967_85.csv,schedule_4,0.171579375000823
7,16:33.7,TRUE,LEFT,2552,0,0,0,0,FALSE,1052,0.208465085,1611000967_85.csv,schedule_4,0.204953610309168
8,16:36.3,FALSE,RIGHT,2583,0,0,0,0,FALSE,1083,0.275447026,1611000967_85.csv,schedule_4,0.166875599659406
9,16:38.4,FALSE,RIGHT,2144,0,0,0,0,FALSE,644,-0.673103682,1611000967_85.csv,schedule_4,0.795571736026796
10,16:41.0,TRUE,LEFT,2559,1,0,1,0,FALSE,1059,0.223590039,1611000967_85.csv,schedule_4,0.204169446326315
11,16:43.5,TRUE,LEFT,2536,1,0,1,0,FALSE,1036,0.173893761,1611000967_85.csv,schedule_4,0.865331959705128
12,16:45.9,FALSE,RIGHT,2359,1,1,1,1,FALSE,859,-0.208551513,1611000967_85.csv,schedule_4,0.147245967445831
13,16:48.2,FALSE,RIGHT,2296,1,1,1,1,FALSE,796,-0.344676102,1611000967_85.csv,schedule_4,0.752342576450267
14,16:50.5,TRUE,LEFT,2319,1,1,1,1,FALSE,819,-0.294979824,1611000967_85.csv,schedule_4,0.194921252859803
15,16:52.9,TRUE,LEFT,2392,0,1,0,1,FALSE,892,-0.137248157,1611000967_85.csv,schedule_4,0.783209340430425
16,16:55.2,FALSE,RIGHT,2287,0,0,0,0,FALSE,787,-0.364122472,1611000967_85.csv,schedule_4,0.405364479403501
17,16:57.5,TRUE,LEFT,2319,0,0,0,0,FALSE,819,-0.294979824,1611000967_85.csv,schedule_4,0.252222573095921
18,16:59.8,TRUE,LEFT,2280,0,0,0,0,FALSE,780,-0.379247427,1611000967_85.csv,schedule_4,0.822525874705064
19,17:02.1,TRUE,LEFT,2311,0,0,0,0,FALSE,811,-0.312265486,1611000967_85.csv,schedule_4,0.85563501628764
20,17:04.2,TRUE,LEFT,2144,1,0,1,0,FALSE,644,-0.673103682,1611000967_85.csv,schedule_4,0.819109459510114
21,17:06.5,TRUE,LEFT,2272,1,0,1,0,FALSE,772,-0.396533089,1611000967_85.csv,schedule_4,0.551214115457923
22,17:08.8,FALSE,RIGHT,2343,1,1,1,1,FALSE,843,-0.243122838,1611000967_85.csv,schedule_4,0.289209787173235
23,17:11.1,FALSE,RIGHT,2272,1,1,1,1,FALSE,772,-0.396533089,1611000967_85.csv,schedule_4,0.82385962663496
24,17:13.4,TRUE,LEFT,2311,1,1,1,1,FALSE,811,-0.312265486,1611000967_85.csv,schedule_4,0.255762829410876
25,17:16.4,FALSE,RIGHT,3008,1,0,0,1,FALSE,1508,1.193747825,1611000967_85.csv,schedule_4,0.236007331727619
26,17:18.7,TRUE,LEFT,2319,0,0,0,0,FALSE,819,-0.294979824,1611000967_85.csv,schedule_4,0.168836537930213
27,17:21.3,FALSE,RIGHT,2567,0,0,0,0,FALSE,1067,0.240875701,1611000967_85.csv,schedule_4,0.189237682025503
28,17:23.7,TRUE,LEFT,2447,0,0,0,0,FALSE,947,-0.01840923,1611000967_85.csv,schedule_4,0.261275316809835
29,17:26.0,TRUE,LEFT,2248,0,0,0,0,FALSE,748,-0.448390075,1611000967_85.csv,schedule_4,0.823489999493258
30,17:28.1,TRUE,LEFT,2135,0,0,0,0,FALSE,635,-0.692550052,1611000967_85.csv,schedule_4,0.889062507328108
31,17:30.4,TRUE,LEFT,2312,0,0,0,0,FALSE,812,-0.310104778,1611000967_85.csv,schedule_4,0.876760796655831
32,17:33.2,TRUE,LEFT,2743,0,0,0,0,FALSE,1243,0.621160268,1611000967_85.csv,schedule_4,0.879713613391291
33,17:35.4,FALSE,RIGHT,2240,0,0,0,0,FALSE,740,-0.465675737,1611000967_85.csv,schedule_4,0.118241749507895
34,17:38.4,TRUE,LEFT,2945,1,0,1,0,FALSE,1445,1.057623236,1611000967_85.csv,schedule_4,0.214403145455977
35,17:40.8,TRUE,LEFT,2310,1,0,1,0,FALSE,810,-0.314426194,1611000967_85.csv,schedule_4,0.767850406711636
36,17:43.3,FALSE,RIGHT,2591,1,1,1,1,FALSE,1091,0.292732688,1611000967_85.csv,schedule_4,0.302685827487538
37,17:45.5,FALSE,RIGHT,2264,1,1,1,1,FALSE,764,-0.413818751,1611000967_85.csv,schedule_4,0.932013829913596
38,17:48.8,TRUE,LEFT,3096,1,1,1,1,FALSE,1596,1.383890108,1611000967_85.csv,schedule_4,0.173913946504867
39,17:51.0,TRUE,LEFT,2399,0,1,0,1,FALSE,899,-0.122123203,1611000967_85.csv,schedule_4,0.678874648841187
40,17:53.5,FALSE,RIGHT,2448,0,0,0,0,FALSE,948,-0.016248522,1611000967_85.csv,schedule_4,0.390065129451692
41,17:55.7,TRUE,LEFT,2255,1,0,1,0,FALSE,755,-0.433265121,1611000967_85.csv,schedule_4,0.27991172384674
42,17:58.0,TRUE,LEFT,2303,0,0,0,0,FALSE,803,-0.329551148,1611000967_85.csv,schedule_4,0.770049429466848
43,18:01.2,TRUE,LEFT,3072,0,0,0,0,FALSE,1572,1.332033122,1611000967_85.csv,schedule_4,0.599302039521945
44,18:03.5,FALSE,RIGHT,2351,1,0,0,1,FALSE,851,-0.225837175,1611000967_85.csv,schedule_4,0.121093335246496
45,18:06.3,FALSE,RIGHT,2839,0,0,0,0,FALSE,1339,0.828588213,1611000967_85.csv,schedule_4,0.844882633032567
46,18:08.7,TRUE,LEFT,2392,0,0,0,0,FALSE,892,-0.137248157,1611000967_85.csv,schedule_4,0.163621156040734
47,18:11.0,FALSE,RIGHT,2319,0,0,0,0,FALSE,819,-0.294979824,1611000967_85.csv,schedule_4,0.264574165149431
48,18:13.4,FALSE,RIGHT,2239,0,0,0,0,FALSE,739,-0.467836445,1611000967_85.csv,schedule_4,0.718189935656223
49,18:15.9,FALSE,RIGHT,2616,0,0,0,0,FALSE,1116,0.346750382,1611000967_85.csv,schedule_4,0.741482924595295
50,18:18.2,TRUE,LEFT,2311,0,0,0,0,FALSE,811,-0.312265486,1611000967_85.csv,schedule_4,0.303993207995126
51,18:20.6,FALSE,RIGHT,2440,0,0,0,0,FALSE,940,-0.033534184,1611000967_85.csv,schedule_4,0.229881936914653
52,18:22.8,TRUE,LEFT,2127,0,0,0,0,FALSE,627,-0.709835714,1611000967_85.csv,schedule_4,0.319862253636586
53,18:25.5,FALSE,RIGHT,2712,0,1,1,0,FALSE,1212,0.554178327,1611000967_85.csv,schedule_4,0.185847700658421
54,18:27.9,TRUE,LEFT,2391,0,1,0,1,FALSE,891,-0.139408865,1611000967_85.csv,schedule_4,0.319719615748697
55,18:30.2,TRUE,LEFT,2367,0,0,0,0,FALSE,867,-0.191265851,1611000967_85.csv,schedule_4,0.834497469563283
56,18:32.5,TRUE,LEFT,2264,0,1,0,1,FALSE,764,-0.413818751,1611000967_85.csv,schedule_4,0.759933596415858
57,18:34.9,TRUE,LEFT,2424,0,0,0,0,FALSE,924,-0.068105509,1611000967_85.csv,schedule_4,0.717100986130535
58,18:37.7,TRUE,LEFT,2783,0,0,0,0,FALSE,1283,0.707588578,1611000967_85.csv,schedule_4,0.677655157317521
59,18:39.9,FALSE,RIGHT,2231,0,0,0,0,FALSE,731,-0.485122107,1611000967_85.csv,schedule_4,0.321945308513344
60,18:42.2,FALSE,RIGHT,2264,0,0,0,0,FALSE,764,-0.413818751,1611000967_85.csv,schedule_4,0.714603861992981
61,18:44.9,TRUE,LEFT,2703,1,0,1,0,FALSE,1203,0.534731957,1611000967_85.csv,schedule_4,0.279799337218949
62,18:47.0,TRUE,LEFT,2151,0,1,0,1,FALSE,651,-0.657978728,1611000967_85.csv,schedule_4,0.795228341282036
63,18:49.6,TRUE,LEFT,2520,0,0,0,0,FALSE,1020,0.139322437,1611000967_85.csv,schedule_4,0.533826770187603
64,18:51.9,FALSE,RIGHT,2311,0,0,0,0,FALSE,811,-0.312265486,1611000967_85.csv,schedule_4,0.31943303949961
65,18:54.1,TRUE,LEFT,2255,0,0,0,0,FALSE,755,-0.433265121,1611000967_85.csv,schedule_4,0.32321407258962
66,18:56.3,FALSE,RIGHT,2224,0,0,0,0,FALSE,724,-0.500247061,1611000967_85.csv,schedule_4,0.262396932594236
67,18:58.5,FALSE,RIGHT,2111,0,0,0,0,FALSE,611,-0.744407039,1611000967_85.csv,schedule_4,0.680614741336577
68,19:00.6,FALSE,RIGHT,2127,0,1,1,0,FALSE,627,-0.709835714,1611000967_85.csv,schedule_4,0.681656567687603
69,19:02.9,FALSE,RIGHT,2336,1,0,0,1,FALSE,836,-0.258247792,1611000967_85.csv,schedule_4,0.681745295149939
70,19:05.2,TRUE,LEFT,2287,0,0,0,0,FALSE,787,-0.364122472,1611000967_85.csv,schedule_4,0.163460663358376
71,19:07.4,FALSE,RIGHT,2223,1,0,0,1,FALSE,723,-0.502407769,1611000967_85.csv,schedule_4,0.197728518948377
72,19:09.6,FALSE,RIGHT,2160,0,0,0,0,FALSE,660,-0.638532358,1611000967_85.csv,schedule_4,0.814499201021105
73,19:11.9,TRUE,LEFT,2319,0,0,0,0,FALSE,819,-0.294979824,1611000967_85.csv,schedule_4,0.127600446741852
74,19:14.2,FALSE,RIGHT,2336,0,0,0,0,FALSE,836,-0.258247792,1611000967_85.csv,schedule_4,0.255945769134202
75,19:16.5,TRUE,LEFT,2287,0,0,0,0,FALSE,787,-0.364122472,1611000967_85.csv,schedule_4,0.281335960638479
76,19:19.1,FALSE,RIGHT,2608,0,0,0,0,FALSE,1108,0.32946472,1611000967_85.csv,schedule_4,0.261716116022198
77,19:21.3,TRUE,LEFT,2199,0,0,0,0,FALSE,699,-0.554264755,1611000967_85.csv,schedule_4,0.281197063364244
78,19:23.6,TRUE,LEFT,2264,0,0,0,0,FALSE,764,-0.413818751,1611000967_85.csv,schedule_4,0.738831196464455
79,19:26.2,TRUE,LEFT,2607,0,0,0,0,FALSE,1107,0.327304012,1611000967_85.csv,schedule_4,0.680706479144086
80,19:28.5,TRUE,LEFT,2271,0,0,0,0,FALSE,771,-0.398693797,1611000967_85.csv,schedule_4,0.678446361506077
81,19:30.8,TRUE,LEFT,2271,0,0,0,0,FALSE,771,-0.398693797,1611000967_85.csv,schedule_4,0.678719721234187
82,19:33.0,TRUE,LEFT,2224,1,0,1,0,FALSE,724,-0.500247061,1611000967_85.csv,schedule_4,0.678957570381286
83,19:35.4,TRUE,LEFT,2408,0,1,0,1,FALSE,908,-0.102676833,1611000967_85.csv,schedule_4,0.547819729682237
84,19:37.6,FALSE,RIGHT,2255,0,0,0,0,FALSE,755,-0.433265121,1611000967_85.csv,schedule_4,0.481094672517037
85,19:39.8,FALSE,RIGHT,2151,0,0,0,0,FALSE,651,-0.657978728,1611000967_85.csv,schedule_4,0.718886554862301
86,19:41.9,FALSE,RIGHT,2152,0,0,0,0,FALSE,652,-0.65581802,1611000967_85.csv,schedule_4,0.71873098696973
87,19:44.3,FALSE,RIGHT,2311,0,0,0,0,FALSE,811,-0.312265486,1611000967_85.csv,schedule_4,0.714333619896322
88,19:46.7,FALSE,RIGHT,2487,0,0,0,0,FALSE,987,0.06801908,1611000967_85.csv,schedule_4,0.676405150518869
89,19:49.5,FALSE,RIGHT,2767,0,0,0,0,FALSE,1267,0.673017254,1611000967_85.csv,schedule_4,0.677036853161325
90,19:51.8,FALSE,RIGHT,2294,0,0,0,0,FALSE,794,-0.348997518,1611000967_85.csv,schedule_4,0.677530995082909
91,19:54.2,FALSE,RIGHT,2385,0,0,0,0,FALSE,885,-0.152373111,1611000967_85.csv,schedule_4,0.677931516595291
92,19:56.5,TRUE,LEFT,2335,1,0,1,0,FALSE,835,-0.2604085,1611000967_85.csv,schedule_4,0.321734741027659
93,19:58.8,TRUE,LEFT,2295,1,0,1,0,FALSE,795,-0.34683681,1611000967_85.csv,schedule_4,0.790492759000139
94,20:01.4,TRUE,LEFT,2552,0,1,0,1,FALSE,1052,0.208465085,1611000967_85.csv,schedule_4,0.709070793690181
95,20:03.7,FALSE,RIGHT,2319,1,0,0,1,FALSE,819,-0.294979824,1611000967_85.csv,schedule_4,0.444690347629183
96,20:06.1,FALSE,RIGHT,2440,1,0,0,1,FALSE,940,-0.033534184,1611000967_85.csv,schedule_4,0.738530785299782
97,20:08.5,FALSE,RIGHT,2383,1,1,1,1,FALSE,883,-0.156694527,1611000967_85.csv,schedule_4,0.764954424025038
98,20:10.9,FALSE,RIGHT,2359,1,0,0,1,FALSE,859,-0.208551513,1611000967_85.csv,schedule_4,0.810244954138356
99,20:13.2,FALSE,RIGHT,2280,1,0,0,1,FALSE,780,-0.379247427,1611000967_85.csv,schedule_4,0.923923661517156
0,16:38.7,TRUE,LEFT,7236,1,0,1,0,FALSE,5736,6.31024378,1611000990_14.csv,schedule_4,0.5
1,16:44.7,TRUE,LEFT,6069,1,0,1,0,FALSE,4569,4.471881994,1611000990_14.csv,schedule_4,0.950000000000002
2,16:49.0,TRUE,LEFT,4270,0,0,0,0,FALSE,2770,1.637937818,1611000990_14.csv,schedule_4,0.950000000000002
3,16:53.1,FALSE,RIGHT,4155,0,0,0,0,FALSE,2655,1.45677963,1611000990_14.csv,schedule_4,0.365697045702882
4,16:57.1,FALSE,RIGHT,4011,0,0,0,0,FALSE,2511,1.229938073,1611000990_14.csv,schedule_4,0.707437538782051
5,17:00.4,TRUE,LEFT,3173,0,0,0,0,FALSE,1673,-0.090153766,1611000990_14.csv,schedule_4,0.292005053299434
6,17:03.9,TRUE,LEFT,3597,0,0,0,0,FALSE,2097,0.577768597,1611000990_14.csv,schedule_4,0.881732031179825
7,17:07.5,TRUE,LEFT,3576,0,0,0,0,FALSE,2076,0.544687536,1611000990_14.csv,schedule_4,0.865935778126592
8,17:11.8,FALSE,RIGHT,4262,0,0,0,0,FALSE,2762,1.62533551,1611000990_14.csv,schedule_4,0.13013276282815
9,17:16.1,FALSE,RIGHT,4330,0,0,0,0,FALSE,2830,1.732455134,1611000990_14.csv,schedule_4,0.744014170373787
10,17:19.7,TRUE,LEFT,3577,1,0,1,0,FALSE,2077,0.546262825,1611000990_14.csv,schedule_4,0.255558143192206
11,17:23.5,TRUE,LEFT,3590,1,0,1,0,FALSE,2090,0.566741576,1611000990_14.csv,schedule_4,0.895631073173388
12,17:26.9,TRUE,LEFT,3571,1,1,1,1,FALSE,2071,0.536811093,1611000990_14.csv,schedule_4,0.893164326596004
13,17:29.8,TRUE,LEFT,3078,1,1,1,1,FALSE,1578,-0.239806182,1611000990_14.csv,schedule_4,0.913600926743827
14,17:33.2,TRUE,LEFT,3261,1,1,1,1,FALSE,1761,0.04847163,1611000990_14.csv,schedule_4,0.915821316242634
15,17:36.6,TRUE,LEFT,3409,0,1,0,1,FALSE,1909,0.281614341,1611000990_14.csv,schedule_4,0.917315909755207
16,17:40.3,FALSE,RIGHT,3736,0,0,0,0,FALSE,2236,0.796733711,1611000990_14.csv,schedule_4,0.386006946719624
17,17:43.4,FALSE,RIGHT,3156,0,0,0,0,FALSE,1656,-0.116933672,1611000990_14.csv,schedule_4,0.691678376398389
18,17:47.3,TRUE,LEFT,3794,0,0,0,0,FALSE,2294,0.888100449,1611000990_14.csv,schedule_4,0.316309890786913
19,17:49.9,TRUE,LEFT,2735,0,0,0,0,FALSE,1235,-0.780130169,1611000990_14.csv,schedule_4,0.856550543717554
20,17:53.9,TRUE,LEFT,3862,1,0,1,0,FALSE,2362,0.995220073,1611000990_14.csv,schedule_4,0.864906196357538
21,17:57.1,TRUE,LEFT,3212,1,0,1,0,FALSE,1712,-0.028717511,1611000990_14.csv,schedule_4,0.64162498988875
22,18:00.4,TRUE,LEFT,3285,1,1,1,1,FALSE,1785,0.086278556,1611000990_14.csv,schedule_4,0.913260454709715
23,18:03.8,TRUE,LEFT,3426,1,1,1,1,FALSE,1926,0.308394247,1611000990_14.csv,schedule_4,0.914236732990789
24,18:07.4,TRUE,LEFT,3578,1,1,1,1,FALSE,2078,0.547838113,1611000990_14.csv,schedule_4,0.915026430936291
25,18:10.3,TRUE,LEFT,3067,0,1,0,1,FALSE,1567,-0.257134357,1611000990_14.csv,schedule_4,0.915718223336872
26,18:14.4,FALSE,RIGHT,3915,0,0,0,0,FALSE,2415,1.078710369,1611000990_14.csv,schedule_4,0.359545083219072
27,18:17.4,TRUE,LEFT,3170,0,0,0,0,FALSE,1670,-0.094879632,1611000990_14.csv,schedule_4,0.313894608481847
28,18:20.6,TRUE,LEFT,3066,0,0,0,0,FALSE,1566,-0.258709645,1611000990_14.csv,schedule_4,0.890310877247068
29,18:23.4,TRUE,LEFT,2930,0,0,0,0,FALSE,1430,-0.472948894,1611000990_14.csv,schedule_4,0.915220145515839
30,18:27.3,FALSE,RIGHT,3744,0,0,0,0,FALSE,2244,0.809336019,1611000990_14.csv,schedule_4,0.0879972941127589
31,18:30.3,FALSE,RIGHT,3132,0,0,0,0,FALSE,1632,-0.154740598,1611000990_14.csv,schedule_4,0.703209878042202
32,18:33.6,TRUE,LEFT,3052,0,0,0,0,FALSE,1552,-0.280763686,1611000990_14.csv,schedule_4,0.317213670065071
33,18:37.0,TRUE,LEFT,3565,0,0,0,0,FALSE,2065,0.527359362,1611000990_14.csv,schedule_4,0.893501697024692
34,18:40.3,TRUE,LEFT,3205,1,0,1,0,FALSE,1705,-0.039744531,1611000990_14.csv,schedule_4,0.917831279591848
35,18:43.7,TRUE,LEFT,3514,1,0,1,0,FALSE,2014,0.447019644,1611000990_14.csv,schedule_4,0.644004152792039
36,18:46.5,TRUE,LEFT,2949,1,1,1,1,FALSE,1449,-0.443018411,1611000990_14.csv,schedule_4,0.916175089721875
37,18:49.5,TRUE,LEFT,2957,1,1,1,1,FALSE,1457,-0.430416102,1611000990_14.csv,schedule_4,0.913288783163936
38,18:52.5,TRUE,LEFT,2944,1,1,1,1,FALSE,1444,-0.450894853,1611000990_14.csv,schedule_4,0.913801964122189
39,18:55.3,TRUE,LEFT,2820,0,1,0,1,FALSE,1320,-0.646230639,1611000990_14.csv,schedule_4,0.91427401086156
40,18:58.2,FALSE,RIGHT,2912,0,0,0,0,FALSE,1412,-0.501304088,1611000990_14.csv,schedule_4,0.360955038351547
41,19:01.1,FALSE,RIGHT,2882,0,1,1,0,FALSE,1382,-0.548562746,1611000990_14.csv,schedule_4,0.702981053368894
42,19:04.0,FALSE,RIGHT,2918,0,0,0,0,FALSE,1418,-0.491852357,1611000990_14.csv,schedule_4,0.682522614484463
43,19:07.0,FALSE,RIGHT,2994,0,0,0,0,FALSE,1494,-0.372130424,1611000990_14.csv,schedule_4,0.682673251356918
44,19:09.9,TRUE,LEFT,2884,0,1,0,1,FALSE,1384,-0.545412169,1611000990_14.csv,schedule_4,0.317182958901194
45,19:12.7,TRUE,LEFT,2870,0,0,0,0,FALSE,1370,-0.567466209,1611000990_14.csv,schedule_4,0.89427725679235
46,19:16.1,TRUE,LEFT,3224,0,0,0,0,FALSE,1724,-0.009814048,1611000990_14.csv,schedule_4,0.91628793523974
47,19:19.6,TRUE,LEFT,3500,0,0,0,0,FALSE,2000,0.424965603,1611000990_14.csv,schedule_4,0.912679271497807
48,19:23.3,TRUE,LEFT,3710,0,0,0,0,FALSE,2210,0.755776207,1611000990_14.csv,schedule_4,0.913514689713606
49,19:26.6,TRUE,LEFT,3298,0,0,0,0,FALSE,1798,0.106757308,1611000990_14.csv,schedule_4,0.914224737916908
50,19:29.3,FALSE,RIGHT,2820,0,0,0,0,FALSE,1320,-0.646230639,1611000990_14.csv,schedule_4,0.085159258638522
51,19:32.2,TRUE,LEFT,2874,0,0,0,0,FALSE,1374,-0.561165055,1611000990_14.csv,schedule_4,0.296708621684265
52,19:35.5,TRUE,LEFT,3202,0,0,0,0,FALSE,1702,-0.044470397,1611000990_14.csv,schedule_4,0.897559764527384
53,19:38.4,FALSE,RIGHT,3004,0,1,1,0,FALSE,1504,-0.356377538,1611000990_14.csv,schedule_4,0.0814419990057144
54,19:41.3,FALSE,RIGHT,2938,1,0,0,1,FALSE,1438,-0.460346585,1611000990_14.csv,schedule_4,0.703420601233915
55,19:45.1,FALSE,RIGHT,3394,0,0,0,0,FALSE,1894,0.257985013,1611000990_14.csv,schedule_4,0.767443557198755
56,19:48.1,TRUE,LEFT,3376,0,1,0,1,FALSE,1876,0.229629818,1611000990_14.csv,schedule_4,0.223326609516232
57,19:51.4,FALSE,RIGHT,3072,0,0,0,0,FALSE,1572,-0.249257914,1611000990_14.csv,schedule_4,0.108542911451919
58,19:54.3,TRUE,LEFT,3150,0,0,0,0,FALSE,1650,-0.126385404,1611000990_14.csv,schedule_4,0.242374377515461
59,19:57.1,TRUE,LEFT,2834,0,0,0,0,FALSE,1334,-0.624176598,1611000990_14.csv,schedule_4,0.898687339429145
60,19:59.7,TRUE,LEFT,2537,0,0,0,0,FALSE,1037,-1.09203731,1611000990_14.csv,schedule_4,0.9191440638162
61,20:02.7,TRUE,LEFT,3044,1,0,1,0,FALSE,1544,-0.293365994,1611000990_14.csv,schedule_4,0.916661752824595
62,20:05.6,TRUE,LEFT,2876,0,1,0,1,FALSE,1376,-0.558014478,1611000990_14.csv,schedule_4,0.642770413964417
63,20:08.5,TRUE,LEFT,2897,0,0,0,0,FALSE,1397,-0.524933417,1611000990_14.csv,schedule_4,0.639417303549383
64,20:11.5,TRUE,LEFT,2995,0,0,0,0,FALSE,1495,-0.370555135,1611000990_14.csv,schedule_4,0.914829759521463
65,20:14.5,TRUE,LEFT,2931,0,0,0,0,FALSE,1431,-0.471373605,1611000990_14.csv,schedule_4,0.915381752497193
66,20:17.3,FALSE,RIGHT,2822,0,0,0,0,FALSE,1322,-0.643080062,1611000990_14.csv,schedule_4,0.0842360071477609
67,20:20.0,FALSE,RIGHT,2722,0,0,0,0,FALSE,1222,-0.800608921,1611000990_14.csv,schedule_4,0.795404845821339
68,20:23.0,FALSE,RIGHT,2992,0,1,1,0,FALSE,1492,-0.375281001,1611000990_14.csv,schedule_4,0.712057170071892
69,20:25.8,FALSE,RIGHT,2849,1,0,0,1,FALSE,1349,-0.60054727,1611000990_14.csv,schedule_4,0.678276899332125
