schedule,subject_id,n_trials,Ep_pub,Ep_fix,Elogp_pub,Elogp_fix
schedule_2,schedule_2/1590419705_92.csv,100,0.43813428045191,0.434628103285267,-1.1142117138909,-1.12499003485739
schedule_2,schedule_2/1590419780_16.csv,100,0.743493294224982,0.766676946932155,-0.419703911878451,-0.389822336324414
schedule_2,schedule_2/1590420268_34.csv,100,0.522502347319574,0.52248948601345,-0.870132487831271,-0.877814587198887
schedule_2,schedule_2/1590420815_76.csv,100,0.546172543487632,0.554582810616522,-0.804447341876296,-0.785926584983196
schedule_2,schedule_2/1590420949_7.csv,100,0.370407361748016,0.370201341574465,-1.17847816751117,-1.17443110724664
schedule_2,schedule_2/1590421709_45.csv,100,0.392049498195873,0.383375856795852,-1.16879626676691,-1.19969779493643
schedule_2,schedule_2/1590423131_52.csv,100,0.578273107911187,0.571470429331976,-0.720935737761891,-0.758121580103384
schedule_2,schedule_2/1590423436_9.csv,100,0.547651016538948,0.56213060839857,-0.787150087375159,-0.75869649530013
schedule_2,schedule_2/1609192754_17.csv,100,0.665574362577179,0.674264626839583,-0.598260485631618,-0.587999886307908
schedule_2,schedule_2/1609192756_28.csv,100,0.499760055596888,0.516965932883239,-0.950736647197415,-0.901853228244651
schedule_2,schedule_2/1609192797_20.csv,100,0.628029791999662,0.650792326149746,-0.700046161044454,-0.656322899539825
schedule_2,schedule_2/1609192817_16.csv,100,0.743394674604384,0.763683893701961,-0.39439141283207,-0.369224067280161
schedule_2,schedule_2/1609192834_57.csv,100,0.574919174284291,0.585570350906248,-0.736092344421191,-0.709293711247348
schedule_2,schedule_2/1609192848_83.csv,100,0.675558608137143,0.693134441663055,-0.545990334696712,-0.514364893391649
schedule_2,schedule_2/1609192869_93.csv,100,0.771570651898619,0.797674462042227,-0.361739380894903,-0.328188412931771
schedule_2,schedule_2/1609192897_29.csv,100,0.647973413691303,0.650974031372639,-0.581064484890364,-0.582802503608953
schedule_2,schedule_2/1609192932_31.csv,100,0.488869477319371,0.488873881320069,-0.886106523194322,-0.8824161650025
schedule_2,schedule_2/1609192953_93.csv,100,0.576121842559618,0.573282057576964,-0.765539690485278,-0.765259233899765
schedule_2,schedule_2/1609193003_56.csv,100,0.568445861430043,0.58019051442939,-0.813204827959585,-0.788332963166654
schedule_2,schedule_2/1609193099_30.csv,100,0.7023485492862,0.722215954030322,-0.464372201499056,-0.440998792872052
schedule_2,schedule_2/1609431223_72.csv,100,0.493150972929932,0.498961762324398,-0.935517627047528,-0.922089019317579
schedule_2,schedule_2/1609431966_57.csv,100,0.789474072944486,0.812663046910677,-0.319676623051781,-0.289834619244467
schedule_2,schedule_2/1609435262_33.csv,100,0.805809984284096,0.82311437564017,-0.247785882662131,-0.225978914609408
schedule_2,schedule_2/1609444030_22.csv,100,0.726058381175575,0.734687097937341,-0.396351758283522,-0.386367277930209
schedule_2,schedule_2/1609444084_32.csv,100,0.660676987596627,0.658213606733902,-0.626227296852866,-0.630347815258886
schedule_2,schedule_2/1609444096_62.csv,100,0.792540011638628,0.815740371059008,-0.297833761173672,-0.268007630264855
schedule_2,schedule_2/1609444150_100.csv,100,0.475787653959357,0.481577437265864,-0.99509538244228,-0.982057290351161
schedule_2,schedule_2/1609444205_31.csv,100,0.41280593685709,0.415686316695345,-1.0622245411323,-1.06140096258666
schedule_2,schedule_2/1609444368_28.csv,100,0.602565359324413,0.62575978434368,-0.675687410086743,-0.626826207231455
schedule_2,schedule_2/1609444883_83.csv,100,0.502726701844568,0.510927484848411,-0.931631433344795,-0.909424204734099
schedule_2,schedule_2/1609445311_41.csv,100,0.636960180918938,0.63431590329985,-0.584349097616207,-0.584415659787462
schedule_2,schedule_2/1609451364_59.csv,100,0.608846626205141,0.629140760888543,-0.707827101674794,-0.671202541823689
schedule_2,schedule_2/1609523535_30.csv,100,0.583933018437048,0.583889089848899,-0.764541126206771,-0.767521211194024
schedule_2,schedule_2/1609523614_27.csv,100,0.406009446515914,0.408905056313713,-1.15898336654574,-1.15031032841485
schedule_2,schedule_2/1609523693_53.csv,100,0.495092197757113,0.503803123752652,-0.964687667439277,-0.951847926398196
schedule_2,schedule_2/1609524263_81.csv,100,0.512435839701043,0.512426613115804,-0.80511382960318,-0.795086753106158
schedule_2,schedule_2/1609524876_1.csv,100,0.505155592565871,0.527695947836017,-0.959438549350198,-0.929305209379358
schedule_2,schedule_2/1609525426_6.csv,100,0.756811107859748,0.776819369088073,-0.393410058956472,-0.366837242197763
