trial_number,time,is_biased_choice,side_choice,RT,observed_reward,unobserved_reward,biased_reward,unbiased_reward,BLUE_RIGHT_LEFT_RED,RT_Original,RT_Clipped,RT_Net,RT_zscore,subject_file,schedule
17,12:10.1,TRUE,LEFT,2480,0,0,0,0,FALSE,2480,2480,980,-0.307,1590419467_16.csv,schedule_4
18,12:11.5,TRUE,LEFT,2840,0,0,0,0,FALSE,2840,2840,1340,-0.285,1590419467_16.csv,schedule_4
19,12:15.0,TRUE,LEFT,2376,0,0,0,0,FALSE,2376,2376,876,-0.314,1590419467_16.csv,schedule_4
20,12:16.6,FALSE,RIGHT,2655,0,1,1,0,FALSE,2655,2655,1155,-0.296,1590419467_16.csv,schedule_4
21,13:31.8,TRUE,LEFT,72071,1,0,1,0,FALSE,72071,72071,70571,4.038,1590419467_16.csv,schedule_4
22,13:32.0,TRUE,LEFT,2528,1,1,1,1,FALSE,2528,2528,1028,-0.304,1590419467_16.csv,schedule_4
23,13:33.3,FALSE,RIGHT,2258,1,1,1,1,FALSE,2258,2258,758,-0.321,1590419467_16.csv,schedule_4
24,13:35.7,FALSE,RIGHT,2383,1,1,1,1,FALSE,2383,2383,883,-0.313,1590419467_16.csv,schedule_4
25,13:41.3,FALSE,RIGHT,2847,1,0,0,1,FALSE,2847,2847,1347,-0.284,1590419467_16.csv,schedule_4
26,13:41.4,TRUE,LEFT,2728,0,0,0,0,FALSE,2728,2728,1228,-0.292,1590419467_16.csv,schedule_4
27,13:47.7,TRUE,LEFT,5161,0,0,0,0,FALSE,5161,5161,3661,-0.14,1590419467_16.csv,schedule_4
28,13:49.7,FALSE,RIGHT,3247,0,0,0,0,FALSE,3247,3247,1747,-0.259,1590419467_16.csv,schedule_4
29,13:52.6,TRUE,LEFT,2904,0,0,0,0,FALSE,2904,2904,1404,-0.281,1590419467_16.csv,schedule_4
30,13:57.6,TRUE,LEFT,3592,0,0,0,0,FALSE,3592,3592,2092,-0.238,1590419467_16.csv,schedule_4
31,13:59.1,FALSE,RIGHT,2873,0,0,0,0,FALSE,2873,2873,1373,-0.283,1590419467_16.csv,schedule_4
32,14:01.7,TRUE,LEFT,2552,0,0,0,0,FALSE,2552,2552,1052,-0.303,1590419467_16.csv,schedule_4
33,14:05.5,TRUE,LEFT,2655,0,0,0,0,FALSE,2655,2655,1155,-0.296,1590419467_16.csv,schedule_4
34,14:07.2,FALSE,RIGHT,2922,0,1,1,0,FALSE,2922,2922,1422,-0.28,1590419467_16.csv,schedule_4
35,14:11.3,TRUE,LEFT,2926,1,0,1,0,FALSE,2926,2926,1426,-0.279,1590419467_16.csv,schedule_4
36,14:57.3,TRUE,LEFT,45984,1,1,1,1,FALSE,45984,45984,44484,2.409,1590419467_16.csv,schedule_4
37,15:20.0,FALSE,RIGHT,22616,1,1,1,1,FALSE,22616,22616,21116,0.95,1590419467_16.csv,schedule_4
38,15:22.0,TRUE,LEFT,3200,1,1,1,1,FALSE,3200,3200,1700,-0.262,1590419467_16.csv,schedule_4
39,17:25.9,FALSE,RIGHT,122630,1,0,0,1,FALSE,122630,122630,121130,7.194,1590419467_16.csv,schedule_4
40,18:26.9,TRUE,LEFT,61176,0,0,0,0,FALSE,61176,61176,59676,3.357,1590419467_16.csv,schedule_4
41,18:28.2,TRUE,LEFT,2464,1,0,1,0,FALSE,2464,2464,964,-0.308,1590419467_16.csv,schedule_4
42,18:30.9,TRUE,LEFT,2632,0,0,0,0,FALSE,2632,2632,1132,-0.298,1590419467_16.csv,schedule_4
43,18:38.4,TRUE,LEFT,6415,0,0,0,0,FALSE,6415,6415,4915,-0.062,1590419467_16.csv,schedule_4
44,18:40.2,FALSE,RIGHT,2961,1,0,0,1,FALSE,2961,2961,1461,-0.277,1590419467_16.csv,schedule_4
45,18:42.9,FALSE,RIGHT,2688,0,0,0,0,FALSE,2688,2688,1188,-0.294,1590419467_16.csv,schedule_4
46,18:45.4,FALSE,RIGHT,2319,0,0,0,0,FALSE,2319,2319,819,-0.317,1590419467_16.csv,schedule_4
47,18:47.4,TRUE,LEFT,2169,0,0,0,0,FALSE,2169,2169,669,-0.327,1590419467_16.csv,schedule_4
48,19:23.6,TRUE,LEFT,34959,0,0,0,0,FALSE,34959,34959,33459,1.721,1590419467_16.csv,schedule_4
49,19:25.1,FALSE,RIGHT,2792,0,0,0,0,FALSE,2792,2792,1292,-0.288,1590419467_16.csv,schedule_4
50,19:27.5,FALSE,RIGHT,2329,0,0,0,0,FALSE,2329,2329,829,-0.317,1590419467_16.csv,schedule_4
51,19:31.8,FALSE,RIGHT,2632,0,0,0,0,FALSE,2632,2632,1132,-0.298,1590419467_16.csv,schedule_4
52,19:32.6,TRUE,LEFT,2519,0,0,0,0,FALSE,2519,2519,1019,-0.305,1590419467_16.csv,schedule_4
53,19:37.8,TRUE,LEFT,2496,1,0,1,0,FALSE,2496,2496,996,-0.306,1590419467_16.csv,schedule_4
54,19:38.1,FALSE,RIGHT,2240,1,0,0,1,FALSE,2240,2240,740,-0.322,1590419467_16.csv,schedule_4
55,19:41.6,FALSE,RIGHT,3704,0,0,0,0,FALSE,3704,3704,2204,-0.231,1590419467_16.csv,schedule_4
56,19:45.6,TRUE,LEFT,2624,0,1,0,1,FALSE,2624,2624,1124,-0.298,1590419467_16.csv,schedule_4
57,19:49.8,FALSE,RIGHT,4816,0,0,0,0,FALSE,4816,4816,3316,-0.161,1590419467_16.csv,schedule_4
58,19:52.3,FALSE,RIGHT,3080,0,0,0,0,FALSE,3080,3080,1580,-0.27,1590419467_16.csv,schedule_4
59,19:57.9,TRUE,LEFT,2424,0,0,0,0,FALSE,2424,2424,924,-0.311,1590419467_16.csv,schedule_4
60,19:58.2,TRUE,LEFT,3312,0,0,0,0,FALSE,3312,3312,1812,-0.255,1590419467_16.csv,schedule_4
61,20:01.1,TRUE,LEFT,3720,1,0,1,0,FALSE,3720,3720,2220,-0.23,1590419467_16.csv,schedule_4
62,20:08.2,FALSE,RIGHT,2728,1,0,0,1,FALSE,2728,2728,1228,-0.292,1590419467_16.csv,schedule_4
63,20:08.3,TRUE,LEFT,2456,0,0,0,0,FALSE,2456,2456,956,-0.309,1590419467_16.csv,schedule_4
64,20:08.9,TRUE,LEFT,2544,0,0,0,0,FALSE,2544,2544,1044,-0.303,1590419467_16.csv,schedule_4
65,20:11.5,TRUE,LEFT,2728,0,0,0,0,FALSE,2728,2728,1228,-0.292,1590419467_16.csv,schedule_4
66,20:23.2,FALSE,RIGHT,8936,0,0,0,0,FALSE,8936,8936,7436,0.096,1590419467_16.csv,schedule_4
67,20:27.6,TRUE,LEFT,7231,0,0,0,0,FALSE,7231,7231,5731,-0.011,1590419467_16.csv,schedule_4
68,20:36.2,TRUE,LEFT,5632,1,0,1,0,FALSE,5632,5632,4132,-0.11,1590419467_16.csv,schedule_4
69,20:37.7,FALSE,RIGHT,4408,1,0,0,1,FALSE,4408,4408,2908,-0.187,1590419467_16.csv,schedule_4
70,20:47.9,FALSE,RIGHT,3976,0,0,0,0,FALSE,3976,3976,2476,-0.214,1590419467_16.csv,schedule_4
71,20:48.3,TRUE,LEFT,4832,0,1,0,1,FALSE,4832,4832,3332,-0.16,1590419467_16.csv,schedule_4
72,20:50.0,TRUE,LEFT,3504,0,0,0,0,FALSE,3504,3504,2004,-0.243,1590419467_16.csv,schedule_4
73,21:02.1,FALSE,RIGHT,7600,0,0,0,0,FALSE,7600,7600,6100,0.012,1590419467_16.csv,schedule_4
74,21:29.1,TRUE,LEFT,27464,0,0,0,0,FALSE,27464,27464,25964,1.253,1590419467_16.csv,schedule_4
75,21:29.3,FALSE,RIGHT,2744,0,0,0,0,FALSE,2744,2744,1244,-0.291,1590419467_16.csv,schedule_4
76,21:30.2,TRUE,LEFT,2328,0,0,0,0,FALSE,2328,2328,828,-0.317,1590419467_16.csv,schedule_4
77,21:32.5,FALSE,RIGHT,2344,0,0,0,0,FALSE,2344,2344,844,-0.316,1590419467_16.csv,schedule_4
78,21:37.1,TRUE,LEFT,2880,0,0,0,0,FALSE,2880,2880,1380,-0.282,1590419467_16.csv,schedule_4
79,21:40.2,FALSE,RIGHT,3384,0,0,0,0,FALSE,3384,3384,1884,-0.251,1590419467_16.csv,schedule_4
80,21:41.5,TRUE,LEFT,2721,0,0,0,0,FALSE,2721,2721,1221,-0.292,1590419467_16.csv,schedule_4
81,22:05.8,TRUE,LEFT,23006,0,0,0,0,FALSE,23006,23006,21506,0.974,1590419467_16.csv,schedule_4
82,22:25.6,FALSE,RIGHT,19825,0,1,1,0,FALSE,19825,19825,18325,0.776,1590419467_16.csv,schedule_4
83,22:27.3,TRUE,LEFT,2983,0,1,0,1,FALSE,2983,2983,1483,-0.276,1590419467_16.csv,schedule_4
84,22:31.0,FALSE,RIGHT,2655,0,0,0,0,FALSE,2655,2655,1155,-0.296,1590419467_16.csv,schedule_4
85,22:32.5,TRUE,LEFT,2529,0,0,0,0,FALSE,2529,2529,1029,-0.304,1590419467_16.csv,schedule_4
86,22:36.5,FALSE,RIGHT,2791,0,0,0,0,FALSE,2791,2791,1291,-0.288,1590419467_16.csv,schedule_4
87,22:52.6,FALSE,RIGHT,16113,0,0,0,0,FALSE,16113,16113,14613,0.544,1590419467_16.csv,schedule_4
88,22:59.2,TRUE,LEFT,6551,0,0,0,0,FALSE,6551,6551,5051,-0.053,1590419467_16.csv,schedule_4
89,23:01.9,FALSE,RIGHT,3928,0,0,0,0,FALSE,3928,3928,2428,-0.217,1590419467_16.csv,schedule_4
90,23:08.1,FALSE,RIGHT,4376,0,0,0,0,FALSE,4376,4376,2876,-0.189,1590419467_16.csv,schedule_4
91,23:08.8,TRUE,LEFT,2360,0,0,0,0,FALSE,2360,2360,860,-0.315,1590419467_16.csv,schedule_4
92,23:11.2,TRUE,LEFT,2584,1,0,1,0,FALSE,2584,2584,1084,-0.301,1590419467_16.csv,schedule_4
93,23:15.2,FALSE,RIGHT,2865,0,1,1,0,FALSE,2865,2865,1365,-0.283,1590419467_16.csv,schedule_4
94,23:16.6,FALSE,RIGHT,2463,1,0,0,1,FALSE,2463,2463,963,-0.308,1590419467_16.csv,schedule_4
95,23:20.8,TRUE,LEFT,2871,0,1,0,1,FALSE,2871,2871,1371,-0.283,1590419467_16.csv,schedule_4
96,23:22.2,TRUE,LEFT,2769,0,1,0,1,FALSE,2769,2769,1269,-0.289,1590419467_16.csv,schedule_4
97,23:26.1,TRUE,LEFT,2384,1,1,1,1,FALSE,2384,2384,884,-0.313,1590419467_16.csv,schedule_4
98,23:27.1,FALSE,RIGHT,2360,1,0,0,1,FALSE,2360,2360,860,-0.315,1590419467_16.csv,schedule_4
99,23:31.0,FALSE,RIGHT,2476,1,0,0,1,FALSE,2476,2476,976,-0.307,1590419467_16.csv,schedule_4
0,11:26.0,TRUE,LEFT,3876,1,0,1,0,TRUE,3876,3876,2376,0.293,1590419481_26.csv,schedule_4
1,11:30.0,TRUE,LEFT,3993,1,0,1,0,TRUE,3993,3993,2493,0.33,1590419481_26.csv,schedule_4
2,11:32.5,TRUE,LEFT,2600,0,0,0,0,TRUE,2600,2600,1100,-0.107,1590419481_26.csv,schedule_4
3,11:35.1,FALSE,RIGHT,2585,0,0,0,0,TRUE,2585,2585,1085,-0.111,1590419481_26.csv,schedule_4
4,11:37.6,TRUE,LEFT,2536,0,0,0,0,TRUE,2536,2536,1036,-0.127,1590419481_26.csv,schedule_4
5,11:40.1,FALSE,RIGHT,2519,0,0,0,0,TRUE,2519,2519,1019,-0.132,1590419481_26.csv,schedule_4
6,11:42.8,TRUE,LEFT,2666,0,0,0,0,TRUE,2666,2666,1166,-0.086,1590419481_26.csv,schedule_4
7,11:45.3,TRUE,LEFT,2464,0,0,0,0,TRUE,2464,2464,964,-0.149,1590419481_26.csv,schedule_4
8,11:47.7,TRUE,LEFT,2399,0,0,0,0,TRUE,2399,2399,899,-0.17,1590419481_26.csv,schedule_4
9,11:50.0,TRUE,LEFT,2312,0,0,0,0,TRUE,2312,2312,812,-0.197,1590419481_26.csv,schedule_4
10,11:52.4,TRUE,LEFT,2408,1,0,1,0,TRUE,2408,2408,908,-0.167,1590419481_26.csv,schedule_4
11,11:54.9,TRUE,LEFT,2486,1,0,1,0,TRUE,2486,2486,986,-0.143,1590419481_26.csv,schedule_4
12,11:57.4,TRUE,LEFT,2512,1,1,1,1,TRUE,2512,2512,1012,-0.134,1590419481_26.csv,schedule_4
13,11:59.8,TRUE,LEFT,2407,1,1,1,1,TRUE,2407,2407,907,-0.167,1590419481_26.csv,schedule_4
14,12:02.1,TRUE,LEFT,2305,1,1,1,1,TRUE,2305,2305,805,-0.199,1590419481_26.csv,schedule_4
15,12:04.6,TRUE,LEFT,2362,0,1,0,1,TRUE,2362,2362,862,-0.181,1590419481_26.csv,schedule_4
16,12:06.9,FALSE,RIGHT,2457,0,0,0,0,TRUE,2457,2457,957,-0.152,1590419481_26.csv,schedule_4
17,12:09.2,FALSE,RIGHT,2327,0,0,0,0,TRUE,2327,2327,827,-0.192,1590419481_26.csv,schedule_4
18,12:11.7,TRUE,LEFT,2440,0,0,0,0,TRUE,2440,2440,940,-0.157,1590419481_26.csv,schedule_4
19,12:14.1,FALSE,RIGHT,2385,0,0,0,0,TRUE,2385,2385,885,-0.174,1590419481_26.csv,schedule_4
20,12:16.4,FALSE,RIGHT,2301,0,1,1,0,TRUE,2301,2301,801,-0.201,1590419481_26.csv,schedule_4
21,12:18.6,FALSE,RIGHT,2240,0,1,1,0,TRUE,2240,2240,740,-0.22,1590419481_26.csv,schedule_4
22,12:21.0,TRUE,LEFT,2424,1,1,1,1,TRUE,2424,2424,924,-0.162,1590419481_26.csv,schedule_4
23,12:23.5,TRUE,LEFT,2423,1,1,1,1,TRUE,2423,2423,923,-0.162,1590419481_26.csv,schedule_4
24,12:25.8,TRUE,LEFT,2312,1,1,1,1,TRUE,2312,2312,812,-0.197,1590419481_26.csv,schedule_4
25,12:28.6,TRUE,LEFT,2696,0,1,0,1,TRUE,2696,2696,1196,-0.077,1590419481_26.csv,schedule_4
26,12:30.9,TRUE,LEFT,2456,0,0,0,0,TRUE,2456,2456,956,-0.152,1590419481_26.csv,schedule_4
27,12:33.3,TRUE,LEFT,2351,0,0,0,0,TRUE,2351,2351,851,-0.185,1590419481_26.csv,schedule_4
28,12:35.6,TRUE,LEFT,2345,0,0,0,0,TRUE,2345,2345,845,-0.187,1590419481_26.csv,schedule_4
29,12:37.8,TRUE,LEFT,2173,0,0,0,0,TRUE,2173,2173,673,-0.241,1590419481_26.csv,schedule_4
30,12:40.2,TRUE,LEFT,2448,0,0,0,0,TRUE,2448,2448,948,-0.154,1590419481_26.csv,schedule_4
31,12:42.6,TRUE,LEFT,2416,0,0,0,0,TRUE,2416,2416,916,-0.164,1590419481_26.csv,schedule_4
32,12:45.2,TRUE,LEFT,2561,0,0,0,0,TRUE,2561,2561,1061,-0.119,1590419481_26.csv,schedule_4
33,12:47.5,TRUE,LEFT,2326,0,0,0,0,TRUE,2326,2326,826,-0.193,1590419481_26.csv,schedule_4
34,12:49.8,TRUE,LEFT,2198,1,0,1,0,TRUE,2198,2198,698,-0.233,1590419481_26.csv,schedule_4
35,12:52.1,TRUE,LEFT,2341,1,0,1,0,TRUE,2341,2341,841,-0.188,1590419481_26.csv,schedule_4
36,12:54.3,TRUE,LEFT,2247,1,1,1,1,TRUE,2247,2247,747,-0.217,1590419481_26.csv,schedule_4
37,12:56.7,TRUE,LEFT,2401,1,1,1,1,TRUE,2401,2401,901,-0.169,1590419481_26.csv,schedule_4
38,12:59.1,TRUE,LEFT,2397,1,1,1,1,TRUE,2397,2397,897,-0.17,1590419481_26.csv,schedule_4
39,13:01.6,TRUE,LEFT,2455,0,1,0,1,TRUE,2455,2455,955,-0.152,1590419481_26.csv,schedule_4
40,13:04.2,TRUE,LEFT,2595,0,0,0,0,TRUE,2595,2595,1095,-0.108,1590419481_26.csv,schedule_4
41,13:06.6,TRUE,LEFT,2408,1,0,1,0,TRUE,2408,2408,908,-0.167,1590419481_26.csv,schedule_4
42,13:09.0,TRUE,LEFT,2446,0,0,0,0,TRUE,2446,2446,946,-0.155,1590419481_26.csv,schedule_4
43,13:11.4,TRUE,LEFT,2416,0,0,0,0,TRUE,2416,2416,916,-0.164,1590419481_26.csv,schedule_4
44,13:13.9,TRUE,LEFT,2408,0,1,0,1,TRUE,2408,2408,908,-0.167,1590419481_26.csv,schedule_4
45,13:16.4,TRUE,LEFT,2566,0,0,0,0,TRUE,2566,2566,1066,-0.117,1590419481_26.csv,schedule_4
46,13:18.9,TRUE,LEFT,2480,0,0,0,0,TRUE,2480,2480,980,-0.144,1590419481_26.csv,schedule_4
47,13:21.3,TRUE,LEFT,2433,0,0,0,0,TRUE,2433,2433,933,-0.159,1590419481_26.csv,schedule_4
48,13:23.7,TRUE,LEFT,2407,0,0,0,0,TRUE,2407,2407,907,-0.167,1590419481_26.csv,schedule_4
49,13:26.2,TRUE,LEFT,2512,0,0,0,0,TRUE,2512,2512,1012,-0.134,1590419481_26.csv,schedule_4
50,13:28.8,TRUE,LEFT,2528,0,0,0,0,TRUE,2528,2528,1028,-0.129,1590419481_26.csv,schedule_4
51,13:31.1,TRUE,LEFT,2326,0,0,0,0,TRUE,2326,2326,826,-0.193,1590419481_26.csv,schedule_4
52,13:33.3,TRUE,LEFT,2246,0,0,0,0,TRUE,2246,2246,746,-0.218,1590419481_26.csv,schedule_4
53,13:35.6,TRUE,LEFT,2278,1,0,1,0,TRUE,2278,2278,778,-0.208,1590419481_26.csv,schedule_4
54,13:38.0,TRUE,LEFT,2400,0,1,0,1,TRUE,2400,2400,900,-0.17,1590419481_26.csv,schedule_4
55,13:40.5,TRUE,LEFT,2430,0,0,0,0,TRUE,2430,2430,930,-0.16,1590419481_26.csv,schedule_4
56,13:43.0,TRUE,LEFT,2577,0,1,0,1,TRUE,2577,2577,1077,-0.114,1590419481_26.csv,schedule_4
57,13:45.3,TRUE,LEFT,2318,0,0,0,0,TRUE,2318,2318,818,-0.195,1590419481_26.csv,schedule_4
58,13:47.7,TRUE,LEFT,2317,0,0,0,0,TRUE,2317,2317,817,-0.196,1590419481_26.csv,schedule_4
59,13:50.1,TRUE,LEFT,2464,0,0,0,0,TRUE,2464,2464,964,-0.149,1590419481_26.csv,schedule_4
60,13:54.4,TRUE,LEFT,4146,0,0,0,0,TRUE,4146,4146,2646,0.378,1590419481_26.csv,schedule_4
61,13:56.9,TRUE,LEFT,2633,1,0,1,0,TRUE,2633,2633,1133,-0.096,1590419481_26.csv,schedule_4
62,13:59.2,TRUE,LEFT,2294,0,1,0,1,TRUE,2294,2294,794,-0.203,1590419481_26.csv,schedule_4
63,14:01.7,TRUE,LEFT,2373,0,0,0,0,TRUE,2373,2373,873,-0.178,1590419481_26.csv,schedule_4
64,14:03.9,TRUE,LEFT,2286,0,0,0,0,TRUE,2286,2286,786,-0.205,1590419481_26.csv,schedule_4
65,14:06.2,TRUE,LEFT,2325,0,0,0,0,TRUE,2325,2325,825,-0.193,1590419481_26.csv,schedule_4
66,14:08.6,TRUE,LEFT,2303,0,0,0,0,TRUE,2303,2303,803,-0.2,1590419481_26.csv,schedule_4
67,14:11.0,TRUE,LEFT,2553,0,0,0,0,TRUE,2553,2553,1053,-0.122,1590419481_26.csv,schedule_4
68,14:45.4,TRUE,LEFT,34106,1,0,1,0,TRUE,34106,34106,32606,9.773,1590419481_26.csv,schedule_4
69,14:48.3,TRUE,LEFT,3184,0,1,0,1,TRUE,3184,3184,1684,0.076,1590419481_26.csv,schedule_4
70,14:50.9,TRUE,LEFT,2568,0,0,0,0,TRUE,2568,2568,1068,-0.117,1590419481_26.csv,schedule_4
71,14:53.3,TRUE,LEFT,2384,0,1,0,1,TRUE,2384,2384,884,-0.175,1590419481_26.csv,schedule_4
72,14:55.8,TRUE,LEFT,2489,0,0,0,0,TRUE,2489,2489,989,-0.142,1590419481_26.csv,schedule_4
73,14:58.1,TRUE,LEFT,2354,0,0,0,0,TRUE,2354,2354,854,-0.184,1590419481_26.csv,schedule_4
74,15:00.5,TRUE,LEFT,2432,0,0,0,0,TRUE,2432,2432,932,-0.159,1590419481_26.csv,schedule_4
75,15:03.1,TRUE,LEFT,2562,0,0,0,0,TRUE,2562,2562,1062,-0.119,1590419481_26.csv,schedule_4
76,15:05.9,TRUE,LEFT,2779,0,0,0,0,TRUE,2779,2779,1279,-0.051,1590419481_26.csv,schedule_4
77,15:08.8,TRUE,LEFT,2885,0,0,0,0,TRUE,2885,2885,1385,-0.017,1590419481_26.csv,schedule_4
78,15:11.3,TRUE,LEFT,2577,0,0,0,0,TRUE,2577,2577,1077,-0.114,1590419481_26.csv,schedule_4
79,15:17.3,TRUE,LEFT,5743,0,0,0,0,TRUE,5743,5743,4243,0.879,1590419481_26.csv,schedule_4
80,15:20.6,TRUE,LEFT,3337,0,0,0,0,TRUE,3337,3337,1837,0.124,1590419481_26.csv,schedule_4
81,15:24.2,TRUE,LEFT,3650,0,0,0,0,TRUE,3650,3650,2150,0.222,1590419481_26.csv,schedule_4
82,15:26.8,TRUE,LEFT,2746,1,0,1,0,TRUE,2746,2746,1246,-0.061,1590419481_26.csv,schedule_4
83,15:29.8,TRUE,LEFT,2896,0,1,0,1,TRUE,2896,2896,1396,-0.014,1590419481_26.csv,schedule_4
84,15:32.4,TRUE,LEFT,2654,0,0,0,0,TRUE,2654,2654,1154,-0.09,1590419481_26.csv,schedule_4
85,15:36.8,TRUE,LEFT,4279,0,0,0,0,TRUE,4279,4279,2779,0.42,1590419481_26.csv,schedule_4
86,15:39.2,TRUE,LEFT,2536,0,0,0,0,TRUE,2536,2536,1036,-0.127,1590419481_26.csv,schedule_4
87,15:42.3,TRUE,LEFT,3117,0,0,0,0,TRUE,3117,3117,1617,0.055,1590419481_26.csv,schedule_4
88,15:45.4,TRUE,LEFT,3060,0,0,0,0,TRUE,3060,3060,1560,0.037,1590419481_26.csv,schedule_4
89,15:48.7,TRUE,LEFT,3180,0,0,0,0,TRUE,3180,3180,1680,0.075,1590419481_26.csv,schedule_4
90,15:51.4,TRUE,LEFT,2820,0,0,0,0,TRUE,2820,2820,1320,-0.038,1590419481_26.csv,schedule_4
91,15:53.9,TRUE,LEFT,2495,0,0,0,0,TRUE,2495,2495,995,-0.14,1590419481_26.csv,schedule_4
92,15:56.8,TRUE,LEFT,2908,1,0,1,0,TRUE,2908,2908,1408,-0.01,1590419481_26.csv,schedule_4
93,16:00.2,TRUE,LEFT,3264,1,0,1,0,TRUE,3264,3264,1764,0.101,1590419481_26.csv,schedule_4
94,16:03.0,TRUE,LEFT,2952,0,1,0,1,TRUE,2952,2952,1452,0.004,1590419481_26.csv,schedule_4
95,16:05.8,TRUE,LEFT,2810,0,1,0,1,TRUE,2810,2810,1310,-0.041,1590419481_26.csv,schedule_4
96,16:08.4,TRUE,LEFT,2441,0,1,0,1,TRUE,2441,2441,941,-0.157,1590419481_26.csv,schedule_4
97,16:10.7,TRUE,LEFT,2489,1,1,1,1,TRUE,2489,2489,989,-0.142,1590419481_26.csv,schedule_4
98,16:13.3,TRUE,LEFT,2578,0,1,0,1,TRUE,2578,2578,1078,-0.114,1590419481_26.csv,schedule_4
99,16:16.1,TRUE,LEFT,2761,0,1,0,1,TRUE,2761,2761,1261,-0.056,1590419481_26.csv,schedule_4
0,11:41.6,FALSE,LEFT,5985,0,1,1,0,FALSE,5985,5985,4485,7.211,1590419495_52.csv,schedule_4
1,11:44.6,TRUE,RIGHT,3128,1,0,1,0,FALSE,3128,3128,1628,1.412,1590419495_52.csv,schedule_4
2,11:47.6,TRUE,RIGHT,3095,0,0,0,0,FALSE,3095,3095,1595,1.345,1590419495_52.csv,schedule_4
3,11:49.9,TRUE,RIGHT,2272,0,0,0,0,FALSE,2272,2272,772,-0.326,1590419495_52.csv,schedule_4
4,11:52.1,TRUE,RIGHT,2202,0,0,0,0,FALSE,2202,2202,702,-0.468,1590419495_52.csv,schedule_4
5,11:54.3,TRUE,RIGHT,2207,0,0,0,0,FALSE,2207,2207,707,-0.458,1590419495_52.csv,schedule_4
6,11:56.5,FALSE,LEFT,2183,0,0,0,0,FALSE,2183,2183,683,-0.506,1590419495_52.csv,schedule_4
7,11:58.9,TRUE,RIGHT,2424,0,0,0,0,FALSE,2424,2424,924,-0.017,1590419495_52.csv,schedule_4
8,12:01.4,TRUE,RIGHT,2461,0,0,0,0,FALSE,2461,2461,961,0.058,1590419495_52.csv,schedule_4
9,12:03.8,FALSE,LEFT,2297,0,0,0,0,FALSE,2297,2297,797,-0.275,1590419495_52.csv,schedule_4
10,12:05.9,TRUE,RIGHT,2231,1,0,1,0,FALSE,2231,2231,731,-0.409,1590419495_52.csv,schedule_4
11,12:08.2,FALSE,LEFT,2291,0,1,1,0,FALSE,2291,2291,791,-0.287,1590419495_52.csv,schedule_4
12,12:10.4,FALSE,LEFT,2229,1,1,1,1,FALSE,2229,2229,729,-0.413,1590419495_52.csv,schedule_4
13,12:12.7,TRUE,RIGHT,2296,1,1,1,1,FALSE,2296,2296,796,-0.277,1590419495_52.csv,schedule_4
14,12:15.0,TRUE,RIGHT,2232,1,1,1,1,FALSE,2232,2232,732,-0.407,1590419495_52.csv,schedule_4
15,12:17.2,FALSE,LEFT,2192,1,0,0,1,FALSE,2192,2192,692,-0.488,1590419495_52.csv,schedule_4
16,12:19.4,TRUE,RIGHT,2240,0,0,0,0,FALSE,2240,2240,740,-0.391,1590419495_52.csv,schedule_4
17,12:21.7,FALSE,LEFT,2264,0,0,0,0,FALSE,2264,2264,764,-0.342,1590419495_52.csv,schedule_4
18,12:24.1,TRUE,RIGHT,2408,0,0,0,0,FALSE,2408,2408,908,-0.05,1590419495_52.csv,schedule_4
19,12:26.3,TRUE,RIGHT,2240,0,0,0,0,FALSE,2240,2240,740,-0.391,1590419495_52.csv,schedule_4
20,12:28.8,TRUE,RIGHT,2464,1,0,1,0,FALSE,2464,2464,964,0.064,1590419495_52.csv,schedule_4
21,12:31.2,FALSE,LEFT,2392,0,1,1,0,FALSE,2392,2392,892,-0.082,1590419495_52.csv,schedule_4
22,12:33.6,FALSE,LEFT,2400,1,1,1,1,FALSE,2400,2400,900,-0.066,1590419495_52.csv,schedule_4
23,12:36.0,TRUE,RIGHT,2416,1,1,1,1,FALSE,2416,2416,916,-0.033,1590419495_52.csv,schedule_4
24,12:38.5,FALSE,LEFT,2520,1,1,1,1,FALSE,2520,2520,1020,0.178,1590419495_52.csv,schedule_4
25,12:40.9,FALSE,LEFT,2360,1,0,0,1,FALSE,2360,2360,860,-0.147,1590419495_52.csv,schedule_4
26,12:43.4,FALSE,LEFT,2552,0,0,0,0,FALSE,2552,2552,1052,0.243,1590419495_52.csv,schedule_4
27,12:45.6,TRUE,RIGHT,2233,0,0,0,0,FALSE,2233,2233,733,-0.405,1590419495_52.csv,schedule_4
28,12:48.1,FALSE,LEFT,2383,0,0,0,0,FALSE,2383,2383,883,-0.1,1590419495_52.csv,schedule_4
29,12:50.5,TRUE,RIGHT,2440,0,0,0,0,FALSE,2440,2440,940,0.015,1590419495_52.csv,schedule_4
30,12:53.2,FALSE,LEFT,2696,0,0,0,0,FALSE,2696,2696,1196,0.535,1590419495_52.csv,schedule_4
31,12:56.5,TRUE,RIGHT,3090,0,0,0,0,FALSE,3090,3090,1590,1.335,1590419495_52.csv,schedule_4
32,12:59.2,FALSE,LEFT,2958,0,0,0,0,FALSE,2958,2958,1458,1.067,1590419495_52.csv,schedule_4
33,13:03.9,TRUE,RIGHT,4429,0,0,0,0,FALSE,4429,4429,2929,4.053,1590419495_52.csv,schedule_4
34,13:05.9,TRUE,RIGHT,2256,1,0,1,0,FALSE,2256,2256,756,-0.358,1590419495_52.csv,schedule_4
