diagram,split,stratum,n_bins,strategy,bin,lo,hi,n,predicted,empirical,gap,emp_lo,emp_hi,n_boot
doubled,training,all,10,quantile,2,0.11540289959453234,0.22685051502814568,29363,0.1661166944103412,0.3755065899260975,0.2093898955157563,0.3660478842530521,0.3848267714609131,500
doubled,training,all,10,quantile,3,0.22685051502814568,0.3191321846701378,29364,0.29204031465294333,0.539367933524043,0.24732761887109966,0.528740418359557,0.5499492671126159,500
doubled,training,all,10,quantile,4,0.3191321846701378,0.5,29363,0.3586948726622496,0.40418213397813574,0.04548726131588615,0.38988098533145715,0.4170609749722525,500
doubled,training,all,10,quantile,5,0.5,0.6808678153298622,29363,0.6413051273377504,0.5958178660218643,-0.045487261315886096,0.5829390250277475,0.6101190146685428,500
doubled,training,all,10,quantile,6,0.6808678153298622,0.7731494849718543,29364,0.7079596853470567,0.46063206647595695,-0.24732761887109972,0.450050732887384,0.471259581640443,500
doubled,training,all,10,quantile,7,0.7731494849718543,0.8845971004054677,29363,0.8338833055896588,0.6244934100739026,-0.20938989551575626,0.615173228539087,0.6339521157469479,500
doubled,training,all,10,quantile,8,0.8845971004054677,0.9148600075556707,29363,0.9060900856547335,0.7742056329394136,-0.1318844527153199,0.7634827418709877,0.7839856828167188,500
doubled,training,all,10,quantile,9,0.9148600075556707,0.9511880193285613,29364,0.9266989753852533,0.8429709848794442,-0.08372799050580904,0.8357386075203651,0.8518490704673121,500
doubled,training,all,20,quantile,0,0.048811980671438646,0.07630968182551946,14682,0.06531275385880336,0.12552785724015803,0.06021510338135466,0.11779284893532879,0.1332119755418518,500
doubled,training,all,20,quantile,1,0.07630968182551946,0.08513999244432938,14682,0.08128929537069,0.18853017300095354,0.10724087763026353,0.17580830450443055,0.1995376437990664,500
doubled,training,all,20,quantile,2,0.08513999244432938,0.0906237201084897,14681,0.08788422401870144,0.18820243852598598,0.10031821450728454,0.1771776263101389,0.20024599921591343,500
doubled,training,all,20,quantile,3,0.0906237201084897,0.11540289959453234,14682,0.09993519425837823,0.263383735185942,0.16344854092756378,0.25072242411658774,0.2768005671872932,500
doubled,training,all,20,quantile,4,0.11540289959453234,0.1665543939997105,14681,0.1387958563147927,0.3226619440092637,0.183866087694471,0.3119406919453423,0.33456235970818377,500
doubled,training,all,20,quantile,5,0.1665543939997105,0.22685051502814568,14682,0.19343567166689674,0.4283476365617763,0.2349119648948796,0.41790966529348267,0.43986502178744286,500
doubled,training,all,20,quantile,6,0.22685051502814568,0.3043494768651721,14682,0.26944189056056744,0.4754120692003814,0.20597017863981398,0.4642118450857083,0.48864302123941683,500
doubled,training,all,20,quantile,7,0.3043494768651721,0.3191321846701378,14682,0.31463873874531917,0.6033237978477046,0.28868505910238546,0.5875565882097029,0.618538636135039,500
doubled,training,all,20,quantile,8,0.3191321846701378,0.3437243167309405,14681,0.3270352056033832,0.4831414753763368,0.1561062697729536,0.4628026061800003,0.5026519584969686,500
doubled,training,all,20,quantile,9,0.3437243167309405,0.5,14682,0.3903523833618285,0.3252281705489715,-0.06512421281285696,0.3125630456591758,0.33960996000219046,500
doubled,training,all,20,quantile,10,0.5,0.6562756832690596,14682,0.6096476166381715,0.6747718294510284,0.06512421281285696,0.6603900399978095,0.6874369543408242,500
doubled,training,all,20,quantile,11,0.6562756832690596,0.6808678153298622,14681,0.6729647943966168,0.5168585246236632,-0.1561062697729536,0.49734804150303136,0.5371973938199996,500
doubled,training,all,20,quantile,12,0.6808678153298622,0.695650523134828,14682,0.6853612612546808,0.3966762021522953,-0.28868505910238546,0.38146136386496093,0.4124434117902971,500
doubled,training,all,20,quantile,13,0.695650523134828,0.7731494849718543,14682,0.7305581094394326,0.5245879307996186,-0.20597017863981393,0.5113569787605832,0.5357881549142917,500
doubled,training,all,20,quantile,14,0.7731494849718543,0.8334456060002895,14661,0.8065258243544516,0.5713798513061865,-0.23514597304826512,0.559928814981243,0.5819398269919304,500
doubled,training,all,20,quantile,15,0.8334456060002895,0.8845971004054677,14702,0.8611644940258831,0.6774588491361719,-0.1837056448897112,0.6656709363441731,0.6879804640583619,500
doubled,training,all,20,quantile,16,0.8845971004054677,0.9093762798915103,14682,0.9000648057416218,0.7366162648140581,-0.16344854092756378,0.7231994328127068,0.7492775758834123,500
doubled,training,all,20,quantile,17,0.9093762798915103,0.9148600075556707,14681,0.9121157759812986,0.811797561474014,-0.10031821450728451,0.7997540007840865,0.8228223736898611,500
doubled,training,all,20,quantile,18,0.9148600075556707,0.9236903181744807,14682,0.9187107046293099,0.8114698269990465,-0.10724087763026346,0.8004623562009335,0.8241916954955695,500
doubled,training,all,20,quantile,19,0.9236903181744807,0.9511880193285613,14682,0.9346872461411966,0.874472142759842,-0.06021510338135461,0.8667880244581482,0.8822071510646712,500
doubled_run1,training,1,10,uniform,0,0.0,0.1,11126,0.08149136654519412,0.3559230630954521,0.27443169655025795,0.33957302456027233,0.3718101017714451,2000
doubled_run1,training,1,10,uniform,1,0.1,0.2,12503,0.15143124106423497,0.4296568823482364,0.2782256412840014,0.41552777549459297,0.4431840391161997,2000
doubled_run1,training,1,10,uniform,2,0.2,0.30000000000000004,11050,0.25322338445579995,0.5182805429864253,0.2650571585306254,0.5052044233335741,0.5326032566714817,2000
doubled_run1,training,1,10,uniform,3,0.30000000000000004,0.4,16774,0.3186402479518965,0.6644211279360915,0.34578087998419504,0.6515266285637707,0.6772393655541009,2000
doubled_run1,training,1,10,uniform,6,0.6000000000000001,0.7000000000000001,16774,0.6813597520481035,0.3355788720639084,-0.3457808799841951,0.32276063444589903,0.3484733714362293,2000
doubled_run1,training,1,10,uniform,7,0.7000000000000001,0.8,11050,0.7467766155442,0.48171945701357466,-0.2650571585306254,0.4673967433285183,0.49479557666642593,2000
doubled_run1,training,1,10,uniform,8,0.8,0.9,12503,0.8485687589357649,0.5703431176517636,-0.2782256412840013,0.5568159608838004,0.584472224505407,2000
doubled_run1,training,1,10,uniform,9,0.9,1.0,11126,0.9185086334548059,0.6440769369045479,-0.274431696550258,0.628189898228555,0.6604269754397276,2000
doubled_run2,training,2,10,uniform,0,0.0,0.1,6351,0.07890421349763331,0.26310817194142655,0.18420395844379323,0.24949194830951874,0.27687371404873823,2000
doubled_run2,training,2,10,uniform,1,0.1,0.2,5612,0.14786752673033285,0.3781183178902352,0.23025079115990235,0.36375300976118224,0.39295598635024453,2000
doubled_run2,training,2,10,uniform,2,0.2,0.30000000000000004,3507,0.25004326039452957,0.43256344453949247,0.1825201841449629,0.414231479192997,0.4510336102689397,2000
doubled_run2,training,2,10,uniform,3,0.30000000000000004,0.4,7678,0.33395005170759307,0.49674394373534775,0.16279389202775468,0.4821225547197812,0.5106830605390561,2000
doubled_run2,training,2,10,uniform,4,0.4,0.5,1977,0.46191618255196915,0.46079919069296915,-0.0011169918589999939,0.43492323444313136,0.48543699221157616,2000
doubled_run2,training,2,10,uniform,5,0.5,0.6000000000000001,1977,0.5380838174480308,0.5392008093070308,0.0011169918590000494,0.5145630077884238,0.5650767655568687,2000
doubled_run2,training,2,10,uniform,6,0.6000000000000001,0.7000000000000001,7678,0.6660499482924069,0.5032560562646523,-0.16279389202775463,0.4893169394609439,0.5178774452802187,2000
doubled_run2,training,2,10,uniform,7,0.7000000000000001,0.8,3507,0.7499567396054704,0.5674365554605075,-0.18252018414496285,0.5489663897310603,0.585768520807003,2000
doubled_run2,training,2,10,uniform,8,0.8,0.9,5612,0.8521324732696671,0.6218816821097648,-0.23025079115990232,0.6070440136497554,0.6362469902388177,2000
doubled_run2,training,2,10,uniform,9,0.9,1.0,6351,0.9210957865023668,0.7368918280585735,-0.18420395844379334,0.7231262859512618,0.7505080516904813,2000
doubled_run3-4,training,3-4,10,uniform,0,0.0,0.1,7962,0.08053652388181116,0.19894498869630747,0.11840846481449631,0.18844463391669167,0.20986576836031987,2000
doubled_run3-4,training,3-4,10,uniform,1,0.1,0.2,5471,0.14215380899548163,0.32133065253152987,0.17917684353604824,0.30697275094830534,0.33488401244484456,2000
doubled_run3-4,training,3-4,10,uniform,2,0.2,0.30000000000000004,2656,0.24784514754476386,0.3693524096385542,0.12150726209379034,0.34933685969627154,0.38949875515059773,2000
doubled_run3-4,training,3-4,10,uniform,3,0.30000000000000004,0.4,7015,0.33836569285116,0.38902352102637205,0.05065782817521203,0.37555497991201126,0.4014365154199764,2000
doubled_run3-4,training,3-4,10,uniform,4,0.4,0.5,1248,0.4557380321209945,0.4831730769230769,0.02743504480208242,0.45371103645561334,0.5117036976431738,2000
doubled_run3-4,training,3-4,10,uniform,5,0.5,0.6000000000000001,1248,0.5442619678790055,0.5168269230769231,-0.027435044802082365,0.48829630235682614,0.5462889635443867,2000
doubled_run3-4,training,3-4,10,uniform,6,0.6000000000000001,0.7000000000000001,7015,0.66163430714884,0.610976478973628,-0.05065782817521203,0.5985634845800237,0.6244450200879886,2000
doubled_run3-4,training,3-4,10,uniform,7,0.7000000000000001,0.8,2656,0.7521548524552362,0.6306475903614458,-0.12150726209379037,0.6105012448494023,0.6506631403037285,2000
doubled_run3-4,training,3-4,10,uniform,8,0.8,0.9,5471,0.8578461910045182,0.6786693474684701,-0.17917684353604812,0.6651159875551553,0.6930272490516947,2000
doubled_run3-4,training,3-4,10,uniform,9,0.9,1.0,7962,0.9194634761181888,0.8010550113036925,-0.1184084648144963,0.7901342316396801,0.8115553660833084,2000
doubled_run5-9,training,5-9,10,uniform,0,0.0,0.1,10103,0.08050602071362284,0.1267940215777492,0.04628800086412635,0.11929237900577279,0.13452972896841917,2000
doubled_run5-9,training,5-9,10,uniform,1,0.1,0.2,4366,0.1389261296622857,0.24507558405863492,0.10614945439634921,0.23146734247339393,0.25894224352754197,2000
doubled_run5-9,training,5-9,10,uniform,2,0.2,0.30000000000000004,1337,0.2444489736104649,0.2991772625280479,0.054728288917582996,0.27284399089811456,0.3271097985752112,2000
doubled_run5-9,training,5-9,10,uniform,3,0.30000000000000004,0.4,5037,0.34304516552667563,0.2624578121897955,-0.08058735333688011,0.2479425053157014,0.27641691559207304,2000
doubled_run5-9,training,5-9,10,uniform,4,0.4,0.5,761,0.4483174067703597,0.42706964520367935,-0.021247761566680345,0.3885956877820491,0.4644815548251434,2000
doubled_run5-9,training,5-9,10,uniform,5,0.5,0.6000000000000001,761,0.5516825932296404,0.5729303547963206,0.02124776156668018,0.5355184451748566,0.6114043122179508,2000
doubled_run5-9,training,5-9,10,uniform,6,0.6000000000000001,0.7000000000000001,5037,0.6569548344733244,0.7375421878102045,0.08058735333688016,0.723583084407927,0.7520574946842986,2000
doubled_run5-9,training,5-9,10,uniform,7,0.7000000000000001,0.8,1337,0.755551026389535,0.7008227374719521,-0.05472828891758286,0.6728902014247888,0.7271560091018853,2000
doubled_run5-9,training,5-9,10,uniform,8,0.8,0.9,4366,0.8610738703377143,0.7549244159413651,-0.10614945439634926,0.741057756472458,0.768532657526606,2000
doubled_run5-9,training,5-9,10,uniform,9,0.9,1.0,10103,0.919493979286377,0.8732059784222508,-0.04628800086412621,0.8654702710315809,0.8807076209942272,2000
doubled_run10+,training,10+,10,uniform,0,0.0,0.1,16653,0.08085250718743368,0.055065153425809164,-0.02578735376162452,0.051460485968716,0.05890318492729421,2000
doubled_run10+,training,10+,10,uniform,1,0.1,0.2,2545,0.12930222953358125,0.09666011787819254,-0.03264211165538872,0.0849340139442231,0.1102756095286933,2000
doubled_run10+,training,10+,10,uniform,2,0.2,0.30000000000000004,400,0.24163924493232802,0.1475,-0.09413924493232803,0.11571866737961561,0.18502351363602018,2000
doubled_run10+,training,10+,10,uniform,3,0.30000000000000004,0.4,4455,0.34905021991011315,0.08260381593714927,-0.2664464039729639,0.0733034191179477,0.09244151723372766,2000
doubled_run10+,training,10+,10,uniform,4,0.4,0.5,230,0.45490701120471577,0.39565217391304347,-0.0592548372916723,0.2935641135054406,0.5038145410414826,2000
doubled_run10+,training,10+,10,uniform,5,0.5,0.6000000000000001,230,0.5450929887952842,0.6043478260869565,0.05925483729167225,0.49618545895851723,0.7064358864945594,2000
doubled_run10+,training,10+,10,uniform,6,0.6000000000000001,0.7000000000000001,4455,0.6509497800898869,0.9173961840628507,0.2664464039729638,0.9075584827662724,0.9266965808820523,2000
doubled_run10+,training,10+,10,uniform,7,0.7000000000000001,0.8,400,0.758360755067672,0.8525,0.09413924493232806,0.8149764863639798,0.8842813326203844,2000
doubled_run10+,training,10+,10,uniform,8,0.8,0.9,2545,0.8706977704664187,0.9033398821218075,0.03264211165538877,0.8897243904713067,0.9150659860557768,2000
doubled_run10+,training,10+,10,uniform,9,0.9,1.0,16653,0.9191474928125664,0.9449348465741908,0.025787353761624443,0.9410968150727058,0.948539514031284,2000
doubled_eda,eda,all,10,uniform,0,0.0,0.1,18441,0.07888547940736623,0.18534786616777832,0.10646238676041209,0.17078091581386284,0.1999460580912863,2000
doubled_eda,eda,all,10,uniform,1,0.1,0.2,10728,0.15371554991676362,0.3996085011185682,0.2458929512018046,0.38257891873581384,0.41737093494507965,2000
doubled_eda,eda,all,10,uniform,2,0.2,0.30000000000000004,7054,0.24669965438969566,0.48979302523390983,0.24309337084421417,0.4720064855875831,0.5077810496343959,2000
doubled_eda,eda,all,10,uniform,3,0.30000000000000004,0.4,11692,0.3309304399610846,0.4987170715018816,0.16778663154079698,0.4779071839117015,0.5197731337049172,2000
doubled_eda,eda,all,10,uniform,4,0.4,0.5,1189,0.4476891086887969,0.4726661059714045,0.024976997282607605,0.4391998775153106,0.5067648350200873,2000
doubled_eda,eda,all,10,uniform,5,0.5,0.6000000000000001,1189,0.552310891311203,0.5273338940285954,-0.024976997282607605,0.4932351649799126,0.5608001224846894,2000
doubled_eda,eda,all,10,uniform,6,0.6000000000000001,0.7000000000000001,11692,0.6690695600389154,0.5012829284981184,-0.16778663154079698,0.4802268662950828,0.5220928160882984,2000
doubled_eda,eda,all,10,uniform,7,0.7000000000000001,0.8,7054,0.7533003456103043,0.5102069747660901,-0.24309337084421423,0.49221895036560415,0.5279935144124168,2000
doubled_eda,eda,all,10,uniform,8,0.8,0.9,10728,0.8462844500832363,0.6003914988814317,-0.24589295120180454,0.5826290650549204,0.6174210812641862,2000
doubled_eda,eda,all,10,uniform,9,0.9,1.0,18441,0.9211145205926338,0.8146521338322217,-0.10646238676041209,0.8000539419087137,0.8292190841861371,2000
