model,min,median,max,sd,pct_extreme
published (eps=0.3),0.05656869317866864,0.699320566528711,0.9550839392531553,0.31428181002298944,37.5549853372434
fitted (eps=0.702),0.13112933083999723,0.6353398090438365,0.8829257433830683,0.19154849251958375,0.0
