ratio_iso_over_refit,ratio_ci_lo,ratio_ci_hi,n_boot,m2_minus_iso_n_subjects,m2_minus_iso_mean_a,m2_minus_iso_mean_b,m2_minus_iso_mean_diff,m2_minus_iso_ci_lo,m2_minus_iso_ci_hi,m2_minus_iso_t,m2_minus_iso_p,m2_minus_iso_cohens_dz
0.9881438808998304,0.9675000235261942,1.0087192952886526,2000,496,-0.5975098467376131,-0.5987797937090867,0.0012699469714734163,-0.0009309917097105238,0.0035978221695702624,1.0879387080915122,0.27715159387592103,0.04884989006334884
